BBC News at Five - 4:00 PM GMT,,2017-08-07T00:00:00Z,U.S. Federal; International,,News,690,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issuesonline today 5 right forget social medium company may force delete information user request propose new law late westminster labour leader condemn violence venezuela condemn balance side violence solve issue 46year old mother south east london recover hospital shoot twice family holiday brazil pyongyang say united states must pay price draft fresh un sanction nuclear weapon programme british model say kidnap six day italy return uk first interview since become new doctor jodie whittaker say wait start life timelord hope gender fearful thing fan world particularly rule great thing new law introduce give people great control happen online personal datum government say legislation offer right forget proposal data protection bill would make easy user social medium platform like facebook get content delete meanwhile company would also get explicit consent collect personal datum rather rely pre select tick box political correspondent leila nathoo life lead online leave digital trail happen information upload new law ensure united kingdom retain world class regime protect personal datum control datum protection law strengthen government confirm bill publish autumn bring eu regulation due come next year onto statute book internet user give power protect datum easy people find information organisation hold allow ask datum delete firm longer able rely pre select tick box instead explicit consent require collect personal detail information watchdog give power issue fine 17 million serious datum breach think lot pitfall ahead actually benefit people feel far comfortable transact online datum go protect work think good first step regulation place get implement key thing new rule apply big tech company social medium giant affect every organisation process information online definition personal datum expand include thing like ip address help safeguard identity photo go online tweet search search result whole back office industry datum capture datum processing data process insight share advertiser principally digital footprint grow ever large minister say datum protection law must keep pace leila nathoo bbc news join austria viktor mayer schoenberger professor oxford internet institute author book call delete virtue forget digital age would welcome proposal right forget yes welcome proposal think good first step towards give people well sense trust hopefully go future share datum datum become ever valuable think people aware big,TVEyes - BBC News 24
BBC News at Five - 4:25 PM GMT,,2019-06-24T00:00:00Z,U.S. Federal; International,,News,678,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issuesin end control die really feel would never free jack parent run charity support family welcome news clinic young people gambling problem open london september adult service estimate 450000 child regularly bet drink alcohol smoke use drug many video game fruit machine sport despite age restriction james start gamble 16 lose thousand pound able access bet site use parent account also people put bet ease accessibility really young age worry alongside sheer prevalence advertising age group therapy one one session clinic also focus mental illness relate gambling depression anxiety substance misuse dedicate life treat adult problem gambler sad enough see destruction people incur say many adult patient already child problem gambling issue new adult clinic also open leeds manchester sunderland stop nhs boss describe scourge problem gamble ruin life lauren moss bbc news senior facebook executive former deputy prime minister sir nick clegg say want create new oversight board company power make independent ruling whether questionable content remove speak bbc ahead major speech germany evening say facebook play mature role advocate rather shun regulation think absolutely right company like facebook acknowledge mistake make course mistake make think way conceivable actually think right private company set rule road something profoundly important technology serve society end something big tech company united states elsewhere look view people sort yell tech think important fix tech resolve tension exist amazing benefit technology bring also bring risk society want see part new job company like facebook play increasingly mature role shun regulation actually advocate sensible way good evening go turn thundery across central southern part country tonight humidity build today everywhere notably across south central southern part england could see risk storm overnight certainly early dry start night rain across northern scotland south rain push france push central southern england heavy rain could frequent lightning risk surface water flooding muggy humid south less across northern area evening tuesday could see disruption heavy rain across part wales well northern england eastern england could turn dry afternoon humidity still place across south could see heavy shower thunderstorm develop top temperature 27 degree less hot north cooler weather middle part week heat return vengeance end week temperature perhaps reach low 30 celsius across south humidity rise,TVEyes - BBC News 24
BBC News at Five - 4:40 PM GMT,,2019-04-08T00:00:00Z,U.S. Federal; International,,News,824,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issuesthe government introduce plan create independent regulator safeguard people online online harms white paper minister outline number suggestion social medium company could see website block internet service provider regulator would ability fine company break law content show platform senior executive could hold personally resposible fail remove harmful content website three idea contain whole issue around official regulation rather self regulation discuss new proposal could enforce join annie mullins independent online safety consultant advise government internet regulation us notion self regulation lot people would see clearly fail even good intention behind lead firm proposal official watchdog regulator oversee thing think surprise recent event big tech company breakdown around privacy issue occur look issue think good put pressure giant tech company take seriously sure welcome degree think complex global technology discussion already regulator australia new safety commission talk one ireland difficult satellite around world make joint something coherent meet need government know mark zuckerberg talk recently global strategy kind issue around privacy harm people online think something like helpful especially many company base country find different jurisdiction legal jurisdiction government comply law land oppose uk think helpful lazy reprint area need attention company company always go catch situation thing always need push innovation much sure facebook google big company lot child abuse long time new surprise white paper issue let recently like issue around self harm take hard lesson look policy especially base us many company want judge juror adjudicator content public see read listen perhaps sometimes company side caution make judgment huge amount people filter technology content moderator look terrific content every day us would never dream able countenance horrific content happen problem inconsistent approach deal global technology yet go look patchwork different regulatory regime depend country even though access content global company deal different regulatory framework uk one possibly australia ireland whatever else earth begin make something consistent case difficult difficult cite case woman dubai arrest call someone horse deal would easy live life concern bill go apply manage government need get together talk think come sort regime applicable bad one basic company need talk one big problem engage audience last 20 year online harm protect child get arrangement law enforcement new kid block chinese company know gaming engineer concern group see company probably base southeast asia engage difficulty talk,TVEyes - BBC News 24
BBC News at Nine - 08:00 AM GMT,,2019-04-08T00:00:00Z,U.S. Federal; International,,News,794,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issuesyou watch bbc news nine lukwesa burak headline tech company could fine block fail protect child campaigner say plan would make britain world pioneer five day uk due leave eu without deal labour expect talk government try break break deadlock ultra low emission zone new pollution charge come force central london tackle capital toxic air british woman face prison sentence dubai call former husband idiot online new wife horse shocking one would expect post something facebook several year ago could possibly lead traumatic experience kirstjen nielsen woman enforce president trump med controversial border policy resign us secretary homeland security sport watford secure place fa cup final dramatic comeback world sport half hour wolf 888 good morning welcome bbc news nine first time internet site social medium company facebook twitter could service block face heavy fine stick new internet safety law government proposal boss could hold responsible site fail tackle terrorist propaganda child abuse medium editor amol rajan past year tech giant come sustained pressure clean act terrorist propaganda live broadcast recent attack new zealand cause horror story child groom online appalling death 14year old molly russell take life see image self harm instagram facebook prompt outcry long delay white paper broad scope bold recommendation first time oversight internet entrust regulator statutory duty care protect user enforce potential heavy fine administer many detail remain unclear 12week consultation government yet decide whether set new regulator entrust work exist watchdog ofcom child charity want tough penalty time act uk opportunity see statutory regulation uk go far fast country world tackle online harm new rule apply company allow people share discover user generate content interact facebook welcome proposal principle say new rule must protect innovation freedom speech critic say apply rule company vary size favour company afford staff oversee compliance entrench power big tech amol rajan bbc news jeremy wright culture secretary announce government plan today propose say company operate online deal material user generate content must abide duty care keep user safe possible set code practice exactly might involve independent regulator make sure happen penalty make company set take notice kind system believe work effectively make internet safe place jeremy wright culture speak early five day go britain mean leave eu without deal labour think could proposal break deadlock say party need compromise reach deal fail reach compromise last week three day meeting prime minister say party need compromise deal fail reach agreement last week 3 day meeting heavily criticise conservatives mrs may due emergency summit brussels wednesday eu leader expect hear fresh plan adam fleming luxembourg,TVEyes - BBC 2
BBC News at Nine - 08:00 AM GMT,,2019-04-08T00:00:00Z,U.S. Federal; International,,News,778,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issuesthat goodbye watch bbc news nine lukwesa burak headline tech company could fine block fail protect child campaigner say plan would make britain world pioneer five day uk due leave eu without deal labour expect talk government try break break deadlock ultra low emission zone new pollution charge come force central london tackle capital toxic air british woman face prison sentence dubai call former husband idiot online new wife horse shocking one would expect post something facebook several year ago could possibly lead traumatic experience kirstjen nielsen woman enforce president trump med controversial border policy resign us secretary homeland security sport watford secure place fa cup final dramatic comeback world sport half hour wolf good morning welcome bbc news nine first time internet site social medium company facebook twitter could service block face heavy fine stick new internet safety law government proposal boss could hold responsible site fail tackle terrorist propaganda child abuse medium editor amol rajan past year tech giant come sustained pressure clean act terrorist propaganda live broadcast recent attack new zealand cause horror story child groom online appalling death 14year old molly russell take life see image self harm instagram facebook prompt outcry long delay white paper broad scope bold recommendation first time oversight internet entrust regulator statutory duty care protect user enforce potential heavy fine administer many detail remain unclear 12week consultation government yet decide whether set new regulator entrust work exist watchdog ofcom child charity want tough penalty time act uk opportunity see statutory regulation uk go far fast country world tackle online harm new rule apply company allow people share discover user generate content interact facebook welcome proposal principle say new rule must protect innovation freedom speech critic say apply rule company vary size favour company afford staff oversee compliance entrench power big tech amol rajan bbc news jeremy wright culture secretary announce government plan today propose say company operate online deal material user generate content must abide duty care keep user safe possible set code practice exactly might involve independent regulator make sure happen penalty make company set take notice kind system believe work effectively make internet safe place jeremy wright culture speak early five day go britain mean leave eu without deal labour think could proposal break deadlock say party need compromise reach deal fail reach compromise last week three day meeting prime minister say party need compromise deal fail reach agreement last week 3 day meeting heavily criticise conservatives mrs may due emergency,TVEyes - BBC News 24
BBC News at Nine - 08:00 AM GMT,,2019-04-08T00:00:00Z,U.S. Federal; International,,News,764,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issuesyou watch bbc news nine lukwesa burak headline tech company could fine block fail protect child campaigner say plan would make britain world pioneer five day uk due leave eu without deal labour expect talk government try break break deadlock ultra low emission zone new pollution charge come force central london tackle capital toxic air british woman face prison sentence dubai call former husband idiot online new wife horse shocking one would expect post something facebook several year ago could possibly lead traumatic experience kirstjen nielsen woman enforce president trump med controversial border policy resign us secretary homeland security sport watford secure place fa cup final dramatic comeback world sport half hour wolf good morning welcome bbc news nine first time internet site social medium company facebook twitter could service block face heavy fine stick new internet safety law government proposal boss could hold responsible site fail tackle terrorist propaganda child abuse medium editor amol rajan past year tech giant come sustained pressure clean act terrorist propaganda live broadcast recent attack new zealand cause horror story child groom online appalling death 14year old molly russell take life see image self harm instagram facebook prompt outcry long delay white paper broad scope bold recommendation first time oversight internet entrust regulator statutory duty care protect user enforce potential heavy fine administer many detail remain unclear 12week consultation government yet decide whether set new regulator entrust work exist watchdog ofcom child charity want tough penalty time act uk opportunity see statutory regulation uk go far fast country world tackle online harm new rule apply company allow people share discover user generate content interact facebook welcome proposal principle say new rule must protect innovation freedom speech critic say apply rule company vary size favour company afford staff oversee compliance entrench power big tech amol rajan bbc news jeremy wright culture secretary announce government plan today propose say company operate online deal material user generate content must abide duty care keep user safe possible set code practice exactly might involve independent regulator make sure happen penalty make company set take notice kind system believe work effectively make internet safe place jeremy wright culture speak early five day go britain mean leave eu without deal labour think could proposal break deadlock say party need compromise reach deal fail reach compromise last week three day meeting prime minister say party need compromise deal fail reach agreement last week 3 day meeting heavily criticise conservatives mrs may due emergency summit brussels wednesday eu leader expect hear fresh plan adam fleming luxembourg,TVEyes - BBC 2 Wales
BBC News at Nine - 08:10 AM GMT,,2019-06-24T00:00:00Z,U.S. Federal; International,,News,695,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issuesthe post erdogan era talk whisper grow louder presidency come end hear much embed patronage erdogan regime wonder whether say istanbul anywhere turkey whether possibly true put lot expectation new winner easy unpick 25 year erdogan say every sector medium construction staff loyalist offer backing president erdogan return political favour 90 medium country thumb government turkey see dramatic fall human right democracy rule law independence judiciary almost seem opposition hopeless case one thing opposition supporter hold onto cling dear life hold election last night show many vast swathe country despite take pummelling recent year turkish democracy still life last night roar thank head global affair facebook say nick clegg tell bbc platform favour new industry rule regulation speak today programme say want create oversight board power make independent ruling questionable content remove site say evidence affect result eu referendum facebook company huge affect every aspect life third world plasma population use one face many product whatsapp instagram happen short period time breathlessly try catch pace growth put guardrail placement rule place private company however big small come rule full democratic politician democratic world hateful content sort thing let us talk principle cynic might say nick clegg effectively pr man lot flack problem problem worried thing something dinner ask us something provide pr gloss responsible policy set substantive tackle terrorist content online protect election outside interference accept sound say blame us nothing default think problem go sort think issue blame right company like facebook acknowledge mistake make course mistake make think anyway conceivable think right private company set rule road something profoundly important technology serve society end something big tech company united states elsewhere plan look view people yell tech think importantly fix tech try resolve tension exist amazing benefit technology bring also bring risk society want see part new job company like facebook play increasingly mature role shun regulation advocate sensible way nick clegg uk warn iran need stop attack oil tanker gulf oman iranian official deny involvement visit tehran foreign office minister say british government believe iran almost certainly bear responsibility let us talk allah correspond united arab emirates us,TVEyes - BBC News 24
BBC News at Nine - 08:10 AM GMT,,2019-06-24T00:00:00Z,U.S. Federal; International,,News,700,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issueslouder presidency come end hear much embed patronage erdogan regime wonder whether say istanbul anywhere turkey whether possibly true put lot expectation new winner easy unpick 25 year erdogan say every sector medium construction staff loyalist offer backing president erdogan return political favour 90 medium country thumb government turkey see dramatic fall human right democracy rule law independence judiciary almost seem opposition hopeless case one thing opposition supporter hold onto cling dear life hold election last night show many vast swathe country despite take pummelling recent year turkish democracy still life last night roar thank head global affair facebook say nick clegg tell bbc platform favour new industry rule regulation speak today programme say want create oversight board power make independent ruling questionable content remove site say evidence affect result eu referendum facebook company huge affect every aspect life third world plasma population use one face many product whatsapp instagram happen short period time breathlessly try catch pace growth put guardrail placement rule place private company however big small come rule full democratic politician democratic world hateful content sort thing let us talk principle cynic might say nick clegg effectively pr man lot flack problem problem worried thing something dinner ask us something provide pr gloss responsible policy set substantive tackle terrorist content online protect election outside interference accept sound say blame us nothing default think problem go sort think issue blame right company like facebook acknowledge mistake make course mistake make think anyway conceivable think right private company set rule road something profoundly important technology serve society end something big tech company united states elsewhere plan look view people yell tech think importantly fix tech try resolve tension exist amazing benefit technology bring also bring risk society want see part new job company like facebook play increasingly mature role shun regulation advocate sensible way nick clegg uk warn iran need stop attack oil tanker gulf oman iranian official deny involvement visit tehran foreign office minister say british government believe iran almost certainly bear responsibility let us talk allah correspond united arab emirates us correspondent two country talk past term british say,TVEyes - BBC 2 Wales
BBC News at Nine - 08:10 AM GMT,,2019-06-24T00:00:00Z,U.S. Federal; International,,News,700,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issueslouder presidency come end hear much embed patronage erdogan regime wonder whether say istanbul anywhere turkey whether possibly true put lot expectation new winner easy unpick 25 year erdogan say every sector medium construction staff loyalist offer backing president erdogan return political favour 90 medium country thumb government turkey see dramatic fall human right democracy rule law independence judiciary almost seem opposition hopeless case one thing opposition supporter hold onto cling dear life hold election last night show many vast swathe country despite take pummelling recent year turkish democracy still life last night roar thank head global affair facebook say nick clegg tell bbc platform favour new industry rule regulation speak today programme say want create oversight board power make independent ruling questionable content remove site say evidence affect result eu referendum facebook company huge affect every aspect life third world plasma population use one face many product whatsapp instagram happen short period time breathlessly try catch pace growth put guardrail placement rule place private company however big small come rule full democratic politician democratic world hateful content sort thing let us talk principle cynic might say nick clegg effectively pr man lot flack problem problem worried thing something dinner ask us something provide pr gloss responsible policy set substantive tackle terrorist content online protect election outside interference accept sound say blame us nothing default think problem go sort think issue blame right company like facebook acknowledge mistake make course mistake make think anyway conceivable think right private company set rule road something profoundly important technology serve society end something big tech company united states elsewhere plan look view people yell tech think importantly fix tech try resolve tension exist amazing benefit technology bring also bring risk society want see part new job company like facebook play increasingly mature role shun regulation advocate sensible way nick clegg uk warn iran need stop attack oil tanker gulf oman iranian official deny involvement visit tehran foreign office minister say british government believe iran almost certainly bear responsibility let us talk allah correspond united arab emirates us correspondent two country talk past term british say,TVEyes - BBC 2
BBC News at Nine - 09:09 AM GMT,,2020-02-12T00:00:00Z,International,,News,326,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issuesunderstand precautionary measure lavender hole inside room ideally would want legislation think change think understand actually regulation come know nine million girl europe experience cyberbullying age 15 lot people long due seyi akiwowo host workshop like one local counsellor help people call digital self care first suffer abuse response tech company par really excited online harm white digital echo chamber full dark corner reduce online harm responsibility share citizen company government proposal could make britain template follow aim give britain tough internet law world protect free speech enterprise yet without clarity punishment offender impossible know soon get amol rajan bbc news tech correspondent zoe kleinman zoe know yet detail exactly ofcom ask power new power think million dollar question well give ofcom response vanity lot support lot people say overdue tech phone fail self regulate example example bad stuff appear online people badly big tech firm especially headquarter outside uk listen ofcom right mean big question well baroness morgan say apply company host would call user generate,TVEyes - BBC 2 Wales
