Apple's new credit card keeps advisors guessing,Sean AlloccaDaniel Kuhn,2019-03-27T00:00:00Z,U.S. Federal; Colorado; Virginia,,News,1101,apple credit card late offering silicon valley tech giant look ready make avenue financial service sector new card mostly benefit loyal user apple product also unwelcome reminder ever present question mind wealth manager faang company like facebook amazon apple netflix alphabet continue land grab service historically provide financial service industry cost traditional riasominously majority investor consider switch financial service provider say would consider bank tech company like facebook google amazon could accord recentsurvey novantis indeed ceo carson wealth management ron carson question tech giant become force wealth management possibly stop view amazon competition carson say whenever decide get directly business prepare yet much low hang fruit come tech startup automate invest app already blur line traditional banking offering like credit debit card wealth management offering micro investing appacorns instance already roll laundry listof new financial product like acorns spend debit card make tungsten  come attached check account firm retirement account call acorns later build 170000 account two month say ceo noah kerner obvious entry barrier form financial service delivery regulation compliance list asthe number one challenge face ria accord td ameritradesurvey almost one three ria name regulatory issue big operational obstacle 2019 sixteen percent 302 firm survey expect increase spending legal cost year arena large technology firm excel meet unmet demandsthrough scalable technology say scott smith director cerulli associates 2018 study say size everything however level nuance regulation inherent financial advice engagement would difficult scale strategic interest world large technology provider highly regulated environment could continue push tech giant partnership traditional bank brokerage example independent robo advisorwealthfront announce partnershipwith two bank offer high yield saving account customer traditional bank second large independent robo offer cash account 224 interest rate fdic insure 1 million without take regulatory scrutiny accord spokeswoman expert believe faang may take similar tack fact tech giant likely encourage partnership wealthtech platform say vasyl soloshchuk ceo managing partner insart fintech java engineering company ablogpost however serious disruptive change take time unfold say landscape commoditization real present danger ria say eric walters president silvercrest wealth planning greenwood village colorado tech giant offer cheap service traditional advisor provide well value service past risk see business erode robo advisor obvious place faang acquire service convert already exist user interface client relationship financial product platform however incumbent quick offer robo advisor technology initial result robo startup less promising walters say major competitor schwab vanguard robo platform many faang company would hesitate enter highly regulated market entrenched competitor like say large tech company rely heavily fiercely loyal user base continue number trust company consumer choose business say james gambaccini managing partner acorn financial services ria base reston virginia apple much big data play way put sizeable cash holding work expectation get back form interest payment time gambaccini say addition financial service tech giant make high profile entrance heavily regulate industry past year amazon launch ventureto jointly manage health employee population alongside jpmorgan chase berkshire hathaway potentially put online retailer toe toe traditional hmo provider amazon also acquire thedirect consumer pharmacy business pillpack hire slew former healthcare leader much like amazon move healthcare big company lot resource evaluate enter  new market say gambaccini jim del favero chief product officer digital investment platform personal capital see financial advisor sphere fairly secure apple say continue expand point type financial service payment like credit card offering within lend take wealth management know people would feel large tech player handle wealth management need del favero say consider client relationship heart wealth management strategy recent datum breach like facebook privacy snafu cambridge analytica might make client think twice entrust financial future social media monolith cerulli study predict eventual winner offer flexible model human advisor focus create relationship formulate comprehensive financial plan investor client adapt hybrid model certainly within range possibility faang company accord study prediction tech giant truly try compete advisor big tech massive competitive disadvantage zero ability create scale advice business say riskalyze ceo aaron klein,Financial Planning
Apple's new iPhone update could solve one of the biggest annoyances about video chatting (AAPL),Lisa Eadicicco,2019-07-03T00:00:00Z,U.S. Federal,,News,1101,jul 03 2019  appleapple  add new feature iphone  ios 13 beta make seem like make eye contact facetime call even look screen instead camera two people use beta post twitter apple may use arkit suite tool develop augment reality app generate effect feature appear available developer beta ios 13 could make way every iphone ios 13 launch later year visit business insider homepage story  anyone ever video chat use facetime similar app know difficult maintain eye contact also look person speak establish eye contact require look device camera participant conversation screen apple apparently try solve ios 13 new feature call facetime attention correction app designer mike rundle  podcast co host sigmon  recently post twitter description feature simply say eye contact camera accurate facetime call screenshot post rundle indicate feature actually work accord sigmon rundle look screen  produce picture look dead eye like stare camera rundle say tweet see sigmon tweet see facetime conversation could look feature turn tweet embed twittercom mim statuses1146146914985009154ref_src twsrc5etfw guy facetime attention correction ios 13 beta 3 wild comparison photo feature flyosity  pictwittercomjkk41l5uci apple immediately respond business insider request confirmation additional detail feature work facetime attention correction function appear available developer version ios 13 beta currently appear public beta facetime setting read use apple new iphone software past week 5 favorite thing ios 13 far  feature discover apple release third iteration  ios 13 developer beta tuesday achieve effect apple use arkit build depth map user face adjust eye need dave schukin cofounder observant company make software monitor whether driver pay attention road write  twitter verge  first spot schukin tweet tweet embed twittercom mim statuses1146359923158089728ref_src twsrc5etfw ios 13 facetime attention correction work simply use arkit grab depth map position face adjust eye accordingly notice warping line across eye nose pictwittercomu7pma4ongn  feature could new addition come every iphone ios 13 later year along confirm feature like dark mode  redesign app like reminder photo apple maps company typically release late version ios september coincide launch new iphone firm announce official release date beyond fall iphone developer try software instal public beta  register apple website watch hard switch apple android see also apple design team work project blow away tim cook say facebook google apple go defense battle cry break big tech get louder ever apple design chief leave iphone company nearly 30 year big deal  see also jony departure may sign one tim cook top lieutenant become even powerful                    ,Newstex Blogs
Apple's next billion won't be so easy: Tae Kim,,2020-08-19T00:00:00Z,U.S. Federal,,News,507, apple inc wednesday two year become first company boast 1 trillion market valuation become first surpass 2 trillion get next billion may easy increase 60 share year apple among winner big tech company benefit security premium investor amass share iphone manufacturer well technology company amazoncom inc facebook inc google parent company alphabet inc bet business model strong balance large cash balance make resilient amid economic consequence global covid19 pandemic fact apple release impressive financial result june quarter last month thank strong sale perfectly schedule low cost iphone launch government stimulus boost face uncertain path ahead first apple rating incorporate high future expectation illustrate wall street current consensus apple 2020 fiscal year sale end september 3 high revenue two year ago yet share price double period result expensive valuation approximately 33 time earning next four quarter apple high valuation leave little room disappointment success next product list sure thing contrast cheap iphone se model propel june quarter company convince consumer buy 1000 iphone launch new 5g enable model fall expensive phone tough proposition ten million americans face job insecurity addition remain skeptical new app short term require fast fifth generation wireless speed make phone update less convincing finally bloomberg news report last week seem much apple innovation front line either new fitness class virtual subscription modest subscription package top apple face increase regulatory scrutiny dominant position smartphone market june european union announce open two formal antitrust investigation apple one investigation specifically review requirement app purchasing system last month chief executive tim cook also defend company app store policy high rate structure ahead iconic house antitrust hearing obviously global regulator suppress apple business practice could negatively affect profitability doubt apple rise 2 trillion impressive increase 3 trillion may even much difficult original note apple next trillion come easily tae kim 2020 bloomberg lp,CE Noticias Financieras English
Apple's next billion won't be that easy,,2020-08-20T00:00:00Z,U.S. Federal,,News,511,bloomberg opinion apple wednesday two year become first company boast 1 trillion market valuation become first surpass 2 trillion get next billion may easy increase 60 share year apple among winner big tech company benefit security premium investor amass share iphone manufacturer well technology company amazoncom facebook google parent company alphabet bet business model solid balance sheet large cash balance make resilient amid economic consequence covid19 global pandemic fact apple release impressive financial result june quarter last month thank strong sale perfectly schedule low cost iphone launch boost government stimulus face uncertain path ahead first apple rating incorporate high future expectation illustrate wall street current consensus apple 2020 fiscal year sale end september 3 percent high revenue two year ago yet share price double period result expensive valuation approximately 33 time earning next four quarter apple high valuation leave little room disappointment success next product list sure thing contrast cheap iphone se model propel june quarter company convince consumer buy thousand dollar iphone launch new 5g enable model fall expensive phone tough proposition ten million americans face job insecurity addition remain skeptical new app short term require fast fifth generation wireless speed make phone update less convincing finally bloomberg news report last week seem much apple innovation front line either new fitness class virtual subscription modest subscription package top apple face increase regulatory scrutiny dominant position smartphone market june european union announce open two formal antitrust investigation apple one investigation specifically review requirement app purchasing system last month chief executive tim cook also defend company app store policy high rate structure ahead iconic house antitrust hearing obviously global regulator suppress apple business practice could negatively affect profitabilitythere doubt apple rise 2 trillion impressive increase 3 trillion even much difficult columnist opinion necessarily correspond bloomberg even el financiero,CE Noticias Financieras English
Apple's next trillion won't come so easily,,2020-08-20T00:00:00Z,U.S. Federal; International,,Web News,0,tae kim apple inc wednesday two year become first company boast trillion dollar market valuation become first top 2 trillion get next trillion may breeze tae kim apple inc wednesday two year become first company boast trillion dollar market valuation become first top 2 trillion get next trillion may breeze share roughly 60 year apple among big tech winner benefit safety premium investor pile iphone maker share well technology darling include amazoncom inc facebook inc google parent alphabet inc bet business model robust balance sheet large cash balance would make resilient amid economic fallout global covid19 pandemic indeed apple post last month back strong sale perfectly time low cost iphone launch boost government stimulus face uncertain road ahead first apple valuation embed elevated future expectation illustrate wall street current consensus apple fiscal 2020 sale end september 3 high revenue two year ago yet stock price double time frame result heady valuation 33 time next four quarter earning apple lofty valuation leave little room disappointment success upcoming slate product sure thing contrast cheap iphone se model boost june quarter company go convince consumer buy higher price 1000 iphone launch new 5g enable model fall expensive phone may tough proposition ten million americans face job insecurity still sceptical new app anytime soon need fast fifth generation wireless speed make phone upgrade less compelling finally accord bloomberg news report last week look like much innovation come apple service front either new virtual fitness class subscription modest subscription bundle top apple face increase regulatory scrutiny dominant position smartphone market june european union announce open two formal antitrust investigation apple one probe specifically look requirement guideline app purchase system last month ceo tim cook also defend company app store policy high fee structure landmark house antitrust hearing well obviously either global regulator clamp apple business practice could negatively impact profitability doubt apple stunning ascent 2 trillion impressive climb 3 trillion may even much hard,WebNews - English
Apple's Next Trillion Won't Come So Easily,,2020-08-19T00:00:00Z,U.S. Federal; International,,Web News,0, apple inc wednesday two year become first company boast trillion dollar market valuation become first top 2 trillion get next trillion may bree  apple inc wednesday two year become first company boast trillion dollar market valuation become first top 2 trillion get next trillion may breeze share roughly 60 year apple among big tech winner benefit safety premium investor pile iphone maker share well technology darling include amazoncom inc facebook inc google parent alphabet inc bet business model robust balance sheet large cash balance would make resilient amid economic fallout global covid19 pandemic indeed apple post impressive june quarter financial result last month back strong sale perfectly time low cost iphone launch boost government stimulus face uncertain road ahead first apple valuation embed elevated future expectation illustrate wall street current consensus apple fiscal 2020 sale end september 3 high revenue two year ago yet stock price double time frame result heady valuation 33 time next four quarter earning apple lofty valuation leave little room disappointment success upcoming slate product sure thing contrast cheap iphone se model boost june quarter company go convince consumer buy higher price 1000 iphone launch new 5g enable model fall expensive phone may tough proposition ten million americans face job insecurity still skeptical new app anytime soon need fast fifth generation wireless speed make phone upgrade less compelling finally accord bloomberg news report last week look like much innovation come apple service front either new virtual fitness class subscription modest subscription bundle top apple face increase regulatory scrutiny dominant position smartphone market june european union announce open two formal antitrust investigation apple one probe specifically look requirement guideline app purchase system last month ceo tim cook also defend company app store policy high fee structure landmark house antitrust hearing well obviously either global regulator clamp apple business practice could negatively impact profitability doubt apple stunning ascent 2 trillion impressive climb 3 trillion may even much hard column necessarily reflect opinion editorial board bloomberg lp owner tae kim bloomberg opinion columnist cover technology previously cover technology barron follow early career equity analyst  2020 bloomberg lp,WebNews - English
Apple's not building a Netflix-killer. It's got something bigger in mind,John McDuling,2019-03-26T00:00:00Z,U.S. Federal; California; International,,News,726,face value apple late product launch might seem underwhelming especially australians shiny new device announce key detail product announce remain fuzzy hand case could make significant product launch apple year proof consider follow first time steve jobs theater california use event entirely software content phone watch tablet apple finally take wrap long await stream tv service apple tv portray section medium netflix killer yet even though pricing nature original show apple tv  still confirm become apparent wrong narrative apple much build netflix killer build amazon style everything store content 14 billion device user content device user get apple make commission likely user stay lock ios ecosystem buy another apple device time come apple spend us1 billion  original tv show movie include project like steven spielberg oprah winfrey dwarf netflix us15 billion content spend clear sign apple totally different goal interesting new show sound appear loss leader design primarly get  apple device customer use tv app turn apple position tv app central curate hub main portal user access video apple producer explain apple make tv app available owner smart tv make rival samsung sony product make apple puck shape set top box  redundant risk apple iphone user smart tv increasingly prevalent could persuade access video platform amazon new show apple develop good risk diminish tellingly netflix participate apple tv also long sell subscription apple app store protest 30 per cent cut apple take subscription app sell platform sign dynamic play bet brand direct relationship customer strong enough bypass apple commission demand netflix alone apple push subscription news notably include venerable new york times cherish brand booming subscription business also include storied washington post  service launch initially us magazine focused give consumer access 300 title single subscription apple encounter resistance past content producer include record label  book publisher win battle journalism public interest role different beast intriguingly though wall street journal participate apple newsthat highly significant journal rupert murdoch news corp news corp tend enjoy product relationship customer intermediate big tech company notice news corp wage war facebook google around world australia part enquiry competition regulator digital platform impact medium call google break play australia remain see talk apple local publisher expect ramp come week ambition medium become clear apple want de clutter content landscape device user earn lot commission writer travel california guest apple,Brisbane Times
Apple's not building a Netflix-killer. It's got something bigger in mind,John McDuling,2019-03-26T00:00:00Z,U.S. Federal; California; International,,News,727,face value apple late product launch might seem underwhelming especially australians shiny new device announce key detail product announce remain fuzzy hand case could make significant product launch apple year proof consider follow first time steve jobs theater california use event entirely software content phone watch tablet apple finally take wrap long await stream tv service apple tv portray section medium netflix killer yet even though pricing nature original show apple tv  still confirm become apparent wrong narrative apple much build netflix killer build amazon style everything store content 14 billion device user content device user get apple make commission likely user stay lock ios ecosystem buy another apple device time come apple spend us1 billion  original tv show movie include project like steven spielberg oprah winfrey dwarf netflix us15 billion content spend clear sign apple totally different goal interesting new show sound appear loss leader design primarly get  apple device customer use tv app turn apple position tv app central curate hub main portal user access video apple producer explain apple make tv app available owner smart tv make rival samsung sony product make apple puck shape set top box  redundant risk apple iphone user smart tv increasingly prevalent could persuade access video platform amazon new show apple develop good risk diminish tellingly netflix participate apple tv also long sell subscription apple app store protest 30 per cent cut apple take subscription app sell platform sign dynamic play bet brand direct relationship customer strong enough bypass apple commission demand netflix alone apple push subscription news notably include venerable new york times cherish brand booming subscription business also include storied washington post  service launch initially us magazine focused give consumer access 300 title single subscription apple encounter resistance past content producer include record label  book publisher win battle journalism public interest role different beast intriguingly though wall street journal participate apple newsthat highly significant journal rupert murdoch news corp news corp tend enjoy product relationship customer intermediate big tech company notice news corp wage war facebook google around world australia part enquiry competition regulator digital platform impact medium call google break play australia remain see talk apple local publisher expect ramp come week apple ambition medium become clear want de clutter content landscape device user earn lot commission writer travel california guest apple,Canberra Times Online
Apple's not building a Netflix-killer. It's got something bigger in mind,John McDuling,2019-03-26T00:00:00Z,U.S. Federal; California; International,,News,726,face value apple late product launch might seem underwhelming especially australians shiny new device announce key detail product announce remain fuzzy hand case could make significant product launch apple year proof consider follow first time steve jobs theater california use event entirely software content phone watch tablet apple finally take wrap long await stream tv service apple tv portray section medium netflix killer yet even though pricing nature original show apple tv  still confirm become apparent wrong narrative apple much build netflix killer build amazon style everything store content 14 billion device user content device user get apple make commission likely user stay lock ios ecosystem buy another apple device time come apple spend us1 billion  original tv show movie include project like steven spielberg oprah winfrey dwarf netflix us15 billion content spend clear sign apple totally different goal interesting new show sound appear loss leader design primarly get  apple device customer use tv app turn apple position tv app central curate hub main portal user access video apple producer explain apple make tv app available owner smart tv make rival samsung sony product make apple puck shape set top box  redundant risk apple iphone user smart tv increasingly prevalent could persuade access video platform amazon new show apple develop good risk diminish tellingly netflix participate apple tv also long sell subscription apple app store protest 30 per cent cut apple take subscription app sell platform sign dynamic play bet brand direct relationship customer strong enough bypass apple commission demand netflix alone apple push subscription news notably include venerable new york times cherish brand booming subscription business also include storied washington post  service launch initially us magazine focused give consumer access 300 title single subscription apple encounter resistance past content producer include record label  book publisher win battle journalism public interest role different beast intriguingly though wall street journal participate apple newsthat highly significant journal rupert murdoch news corp news corp tend enjoy product relationship customer intermediate big tech company notice news corp wage war facebook google around world australia part enquiry competition regulator digital platform impact medium call google break play australia remain see talk apple local publisher expect ramp come week ambition medium become clear apple want de clutter content landscape device user earn lot commission writer travel california guest apple,The Sydney Morning Herald (Australia) - Online
"Apple, Spotify and Uber, paying taxes is closer for FAANG",Mario Calixto,2019-09-18T00:00:00Z,U.S. Federal; California; International,,News,628,world sure anything death taxis one popular phrase benjamin franklin one america found father taxis anteroom big tech company facebook amazon apple netflix alphabet  better know faangon tuesday apple denounce european union decision refund ireland 143 billion improper tax advantage company cupertino california say kind measure defy common sense us technology lose case general court european union luxembourg detach 7 cash end june year 21061 billion apple true example one parent low tax jurisdiction  part income source market physical presence ireland charge isr company 125 country austria belgium charge 25 3399 respectively develop economy particularly affect estimate 100 billion lose annually due tax evasion scheme multinational company  government look way rectify situation restore tax basesay united nations digital economy report 2019 trade development  mexico exception tax administration service  prepare start monitor company far pay taxis country foreign company offer stream download service music movie spotify netflix apple name need start charge vat service offer deliver satthese company register federal taxpayer register  tax begin get big idea income way near future tax profit isrthe collection vat would generate additional resource next year 4394 million pesos accord economic package 2020 present treasury many thing law unregulate digital platform measure approve end user end absorb 16 vat say margarita ceballos partner ceyce accounting consultancy measure propose treasury also provide payment income tax  natural person provide service dispose good digital platform involve supply demand good service provide intermediary uber airbnb must withhold part isr partner income economic package propose propose create excise duty digital service tax intend tax digital platform isr believe authority wait outcome analysis work oecd g20 ey consultancy say analysis chile india israel south korea country consider new taxis digital platform since 2016 israel work proposal collect 16 vat supply israeli digital service foreign company currently israeli parliament continue review thisproposal country aim great regulation digital platform faang collectively 426729 million cash equivalent 94 100 nasdaq 100 company one large technology index important world 2019 faang project total 760113 million revenue 137938 million profit accord bloomberg estimate 752 1240 compare 2018,NAFTA (English)
Apple’s Privacy Push Hurts Media Owners Relying on Advertising and Subscription Revenue,Ronan Shields,2020-09-21T00:00:00Z,U.S. Federal; California,,News,1075,apple silicon valley self appoint champion online privacy stance set apart peer big tech realm many rely substantive advertising revenue noble stance may mention value iphone maker brand equity require measure draw rancor medium industry away glitzy device launch fall apple also roll series update include ios 14  macos big sur certainly challenge industry notably publisher feel heat apple continue pull drawbridge shut user datum valuable company reliant platform mobile operating system ios web browser safari three year ago worldwide developers conference  apple kick series safari update employ intelligent tracking prevention  software gradually begin erode efficiency third party cookie cookie industrywide common currency online medium trading early year apple also announce close loophole cross site tracking policy would completely nullify efficacy apple make historic play online ad market  derive revenue premium service many believe iconic apple co founder steve jobs philosophy closed ecosystem differ greatly democratic primarily ad fund web arena underpin ironclad governance ios developer landscape belligerence full display spat epic games apple take 30 cut app payment see game sensation fortnite exile app store publisher also take aim apple insistence large cut august trade body digital content next  pen open letter apple ceo tim cook ask well term seek transparency favorable payment condition particular like amazon able barter app store owner dcn ceo jason kint tell adweek apple 30 cut app payment means app store owner profiteer membership premium content pay enough attention premium quality content add meanwhile publisher rankle emerge update apple mobile desktop operating system actively promote news aggregator apple news scrape content publisher partner without send traffic default setting direct apple news subscriber use safari web browser aggregation app instead publisher website one source premium news publisher request anonymity due outlet commercial dealing apple describe scenario exploitative apple send shock wave app developer ecosystem update reveal wwdc require iphone user specifically opt identifier advertiser  access restrict access idfa apple mobile device identifier use similar way cookie app ecosystem could spell disaster ad support ecosystem ad network measurement provider would unable fulfill key function believe disruption could impactful california consumer privacy act  europe general data protection regulation  put apple skadnetwork front center app ecosystem charles manning ceo mobile attribution analytic platform kochava liken central registry approve partner  absence traceability around consent either user first party gather data set say trepidation spur apple characteristic cryptic communication since june extent ios 14 impact make clear facebook reveal would cease idfa collection full enactment would effect spell end facebook third party audience network iphone mailonline publisher dmg whose ios app attract 12 million daily visitor tell adweek would complain justice department apple result pressure regulator mention chorus outrage industry apple later announce delay idfa access requirement ios 14 early next year given number letter apple tech lab pen think contribute decision say one anonymous source request anonymity due fear retribution participate iab work group charge help industry transition ios 14earlier month apple meet official trade group represent interest publisher discuss concern around ios 14 potential impact revenue spotx director product audience datum privacy jessica berman tell adweek iab work group participant attempt devise good practice interim work determine put together form spec facilitate communicate information partner base user choose add one source also participate relevant working group within iab tech lab request anonymity due ongoing negotiation apple say challenge face ad support ecosystem likely get steep especially privacy legislation buoy apple approach get sense apple google pay close attention antitrust scrutiny source say apple idfa could afford kill outright make opt essentially ultimately hope escalate importance get apple cooperate establish good practice leverage influence big spender initiative partnership responsible addressable media go get anywhere apple put ad tech company say get influential brand impact especially publisher ability get ear apple,ADWEEK
