Victoria Derbyshire - 09:25 AM GMT,,2019-06-24T00:00:00Z,U.S. Federal; International,,News,733,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issuesregulate say private company set law rest us operate online absolutely right company like facebook acknowledge mistake make course mistake make think way conceivable think right private company set rule red something profoundly important technology say society rule road something big tech company united states spend make headline wrong reason 14year old molly russell take life early year huge outpouring public solidarity father molly russell ian cover extensively programme spend make headline wrong reason 14year old molly russell take life early year huge outpouring public solidarity father molly russell ian cover extensively programme one reason take life complicated area allow people express share image self harm way alert authority go nick clegg say facebook change position complex reason try well academic expert make sure platform like instagram also forceful bid save life say people damage last year 3500 people state immense distress point take life reach emergency service signal detect social medium hope time get balance right learn awful tragic event tool save life say claim russia interfere various election include eu referendum remarkably emphatic strike concrete evidence russia appear come election donald trump russia try cede quite hard line thought public conversation use facebook brexit lot less clear nick clegg ask conspiracy say really clearly shade grey define influence social media platform one thing say troll farm part russia could also russia state propaganda force hope grow conversation clegg emphatic say interference depend define interference russia play role accept need act evidence happen brexit referendum man two full analysis datum run brexit referendum follow methodology fbi notify facebook outside interference 2016 us presidential election share information select committee westminster elsewhere find evidence significant attempt outside force interesting question sir nick clegg go facebook influence go change thing first start talk issue face come long way regulation say want regulate talk hate speech use datum company go long way cynic sceptic would argue say want get get ahead regulation people say lot american presidential contender say company break thank go bring exclusive access care home build replica high street together tearoom robert harvey house create sensory street also include host animal help stimulate memory sense half resident home live dementia catrin nye visit originally look,TVEyes - BBC 2 Wales
Victoria Derbyshire - 09:30 AM GMT,,2019-04-08T00:00:00Z,International,,News,860,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issueseverythe tag microtech need look mental health provision young people spend 11000 hour life school say introduce programme government something great could go far statutory stuff school make sure message uk first australia e safety commissioner fund government government look tech company really interested go decide platform contribute regulator fund really interesting process really interesting point liam make early tommy robinson remove facebook twitter heavily restrict youtube search content last week give stage outside parliament address thousand online line comparison need careful chip thing way mean example tommy robinson arrive apparently stand front parliament spread message thousand crowd get online decide society ban acceptable content fair point discrepancy let us remember facebook live stream tommy robinson number colleague dry storm constituency mps office think get make judgment boundary lie get business like facebook allow live streaming massacre christchurch know something fundamentally break model say deal one piece complex industry deal one piece government today go make much difference put place jig regulation around hate speech advertise money around competition regulation ship whole system onto new level go problem pop different format view british woman dubai write uk facebook someone else horse go dubai detain would seem disproportionate us clearly proportionate uae one thing seem disproportionate country extraterritorial prosecute someone country prosecute careful prosecute someone country crime commit abroad scope law boundary country exception around genocide human right law international court police difficult start write law crime commit elsewhere ian e mail say seven year old want learn indonesian want work save orangutan look indonesian get full pornographic image indonesian woman nothing hide someone else say desperately need control internet content protect vulnerable society responsibility adult mental illness two year ago internet content groom depressive episode take life almost succeed save wife come home early live life limit injury site provide number people say today step step instruction internet year without intervention people like protect venus answer stuff still website think company try tackle remember scale issue get 300 hour youtube content upload every hour 500 million tweet every hour even realistic regulator make tech firm take stuff certain action take example fortunate baroness say understanding risk lie make sure intervention target risk one thing talk big tech company government clear apply user generate content apply forum like mum net comment line say daily mail website go throw widely need clear exactly want company tackle want make sure take risk base proportionate response ok quick final word think people watch us,TVEyes - BBC 2
Victoria Derbyshire - 09:30 AM GMT,,2019-04-08T00:00:00Z,International,,News,830,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issueseverythe tag microtech need look mental health provision young people spend 11000 hour life school say introduce programme government something great could go far statutory stuff school make sure message uk first australia e safety commissioner fund government government look tech company really interested go decide platform contribute regulator fund really interesting process really interesting point liam make early tommy robinson remove facebook twitter heavily restrict youtube search content last week give stage outside parliament address thousand online line comparison need careful chip thing way mean example tommy robinson arrive apparently stand front parliament spread message thousand crowd get online decide society ban acceptable content fair point discrepancy let us remember facebook live stream tommy robinson number colleague dry storm constituency mps office think get make judgment boundary lie get business like facebook allow live streaming massacre christchurch know something fundamentally break model say deal one piece complex industry deal one piece government today go make much difference put place jig regulation around hate speech advertise money around competition regulation ship whole system onto new level go problem pop different format view british woman dubai write uk facebook someone else horse go dubai detain would seem disproportionate us clearly proportionate uae one thing seem disproportionate country extraterritorial prosecute someone country prosecute careful prosecute someone country crime commit abroad scope law boundary country exception around genocide human right law international court police difficult start write law crime commit elsewhere ian e mail say seven year old want learn indonesian want work save orangutan look indonesian get full pornographic image indonesian woman nothing hide someone else say desperately need control internet content protect vulnerable society responsibility adult mental illness two year ago internet content groom depressive episode take life almost succeed save wife come home early live life limit injury site provide number people say today step step instruction internet year without intervention people like protect venus answer stuff still website think company try tackle remember scale issue get 300 hour youtube content upload every hour 500 million tweet every hour even realistic regulator make tech firm take stuff certain action take example fortunate baroness say understanding risk lie make sure intervention target risk one thing talk big tech company government clear apply user generate content apply forum like mum net comment line say daily mail website go throw widely need clear exactly want company tackle want make sure take risk base proportionate response ok quick final word think people watch us,TVEyes - BBC 2 Wales
Victoria Derbyshire - 09:30 AM GMT,,2019-04-08T00:00:00Z,International,,News,860,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issueseverythe tag microtech need look mental health provision young people spend 11000 hour life school say introduce programme government something great could go far statutory stuff school make sure message uk first australia e safety commissioner fund government government look tech company really interested go decide platform contribute regulator fund really interesting process really interesting point liam make early tommy robinson remove facebook twitter heavily restrict youtube search content last week give stage outside parliament address thousand online line comparison need careful chip thing way mean example tommy robinson arrive apparently stand front parliament spread message thousand crowd get online decide society ban acceptable content fair point discrepancy let us remember facebook live stream tommy robinson number colleague dry storm constituency mps office think get make judgment boundary lie get business like facebook allow live streaming massacre christchurch know something fundamentally break model say deal one piece complex industry deal one piece government today go make much difference put place jig regulation around hate speech advertise money around competition regulation ship whole system onto new level go problem pop different format view british woman dubai write uk facebook someone else horse go dubai detain would seem disproportionate us clearly proportionate uae one thing seem disproportionate country extraterritorial prosecute someone country prosecute careful prosecute someone country crime commit abroad scope law boundary country exception around genocide human right law international court police difficult start write law crime commit elsewhere ian e mail say seven year old want learn indonesian want work save orangutan look indonesian get full pornographic image indonesian woman nothing hide someone else say desperately need control internet content protect vulnerable society responsibility adult mental illness two year ago internet content groom depressive episode take life almost succeed save wife come home early live life limit injury site provide number people say today step step instruction internet year without intervention people like protect venus answer stuff still website think company try tackle remember scale issue get 300 hour youtube content upload every hour 500 million tweet every hour even realistic regulator make tech firm take stuff certain action take example fortunate baroness say understanding risk lie make sure intervention target risk one thing talk big tech company government clear apply user generate content apply forum like mum net comment line say daily mail website go throw widely need clear exactly want company tackle want make sure take risk base proportionate response ok quick final word think people watch us,TVEyes - BBC News 24
Victoria Derbyshire - 10:00 AM GMT,,2018-11-28T00:00:00Z,U.S. Federal; International,,News,679,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issue hello wednesday 10 clock victoria derbyshire rape survivor tell us exclusively feel revictimise say jail abuser invite council seek custody son sammy woodhouse waive right anonymity speak us rotherham council give man rape convict sentence 35 year child offer apply custody son claim many rapist get custody child conceive abuse across country want full investigation bring interview five minute medic warn ten thousand woman traumatise give birth leave ptsd let us know tyou traumatic birth time shake check new mum week month birth protect child online early year bbc go undercover pose 14year old girl expose online sexual predator use kik message service popular child grown man would talk 14year old one reason one reason nothing innocent bbc team develop bot automate programme warn user kik danger online grooming provide help bbc big tech company hello welcome programme live 11 morning anxiety attack vivid flashback symptom post traumatic stress disorder symptom report today veteran return conflict zone woman give birth traumatic birth let know happen use hashtag victoria live e mailing happy us contact maybe want take part programme please include phone number message annita mcveigh summary day news government publish assessment various scenario brexit occur next year prime minister wales northern ireland yesterday continue campaign scotland later secure public support brexit deal chancellor philip hammond meanwhile say accept remain us good thing british economy consideration economy analysis show clearly remain european union would outcome economy much prime minister deal deliver outcome close economic benefit remain political benefit clearly people look economy also look political constitutional benefit exit european union drive decision referendum vote uk bad perform mental health trust rate inadequate third time care quality commission say boss norfolk cancer nhs foundation trust repeatedly fail protect patient inspector say concern 2014 yet address describe patient self harm take overdose due lack self care ireland storm sweep sydney surround area cause power cut transport delay violent storm sydney average monthly rainfall two hour 14year old boy die accident way school preliminary report last month deadly indonesian plane crash find jet involve worthy boeing 737 operate lion air nosedive java sea kill everyone board indonesian transport safety commission note pilot experience similar technical problem final journey telecom regulator cap cost call,TVEyes - BBC 2 Wales
Victoria Derbyshire - 10:00 AM GMT,,2018-11-28T00:00:00Z,U.S. Federal; International,,News,714,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issuesthe south rain come hello wednesday 10 clock victoria derbyshire rape survivor tell us exclusively feel revictimise invite council say jail abuser seek custody son right anonymity speak us sammy woodhouse waive rape convict rotherham council give man sentence 35 year apply custody son child offer claim many rapist get custody child across country want conceive abuse full investigation interview five minute bring thousand woman medics warn ten leave ptsd traumatise give birth let us know tyou traumatic birth new mum week time shake check month birth protect child online go undercover pose early year bbc 14year old girl expose online sexual message service predator use kik popular child grown man would talk 14year old one reason one reason nothing innocent develop bot bbc team warn user kik automate programme groom provide help danger online big tech company bbc hello welcome programme live 11 morning vivid flashback anxiety attack post traumatic stress disorder symptom veteran return symptom report today conflict zone woman give birth let know happen use traumatic birth hashtag victoria live e mailing happy us contact maybe please include phone want take part programme number message summary day news annita mcveigh assessment various government publish scenario brexit occur next year prime minister wales northern ireland yesterday continue campaign scotland later secure public support brexit deal chancellor philip hammond meanwhile say accept remain us good thing british economy consideration economy analysis show clearly remain european union would outcome economy much prime minister deal deliver outcome close economic benefit remain political benefit clearly people look economy also look political constitutional benefit exit european union drive decision referendum vote uk bad perform mental health trust rate inadequate third time care quality commission say boss norfolk cancer nhs foundation trust repeatedly fail protect patient inspector say concern 2014 yet address describe patient self harm take overdose due lack self care ireland storm sweep sydney surround area cause power cut transport delay violent storm sydney average monthly rainfall two hour 14year old boy die accident way school preliminary report last month deadly indonesian plane crash find jet involve worthy boeing 737 operate lion air nosedive java sea kill everyone board indonesian transport safety commission note pilot experience similar technical problem final journey telecom regulator cap cost call,TVEyes - BBC News 24
Victoria Derbyshire - 10:00 AM GMT,,2018-11-28T00:00:00Z,U.S. Federal; International,,News,715,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issue hello wednesday 10 clock victoria derbyshire rape survivor tell us exclusively feel revictimise say jail abuser invite council seek custody son sammy woodhouse waive right anonymity speak us rotherham council give man rape convict sentence 35 year child offer apply custody son claim many rapist get custody child conceive abuse across country want full investigation bring interview five minute medic warn ten thousand woman traumatise give birth leave ptsd let us know tyou traumatic birth time shake check new mum week month birth protect child online early year bbc go undercover pose 14year old girl expose online sexual predator use kik message service popular child grown man would talk 14year old one reason one reason nothing innocent bbc team develop bot automate programme warn user kik danger online grooming provide help bbc big tech company hello welcome programme live 11 morning anxiety attack vivid flashback symptom post traumatic stress disorder symptom report today veteran return conflict zone woman give birth traumatic birth let know happen use hashtag victoria live e mailing happy us contact maybe want take part programme please include phone number message annita mcveigh summary day news government publish assessment various scenario brexit occur next year prime minister wales northern ireland yesterday continue campaign scotland later secure public support brexit deal chancellor philip hammond meanwhile say accept remain us good thing british economy consideration economy analysis show clearly remain european union would outcome economy much prime minister deal deliver outcome close economic benefit remain political benefit clearly people look economy also look political constitutional benefit exit european union drive decision referendum vote uk bad perform mental health trust rate inadequate third time care quality commission say boss norfolk cancer nhs foundation trust repeatedly fail protect patient inspector say concern 2014 yet address describe patient self harm take overdose due lack self care ireland storm sweep sydney surround area cause power cut transport delay violent storm sydney average monthly rainfall two hour 14year old boy die accident way school preliminary report last month deadly indonesian plane crash find jet involve worthy boeing 737 operate lion air nosedive java sea kill everyone board indonesian transport safety commission note pilot experience similar technical problem final journey telecom regulator cap cost call directory enquiries 365 90,TVEyes - BBC 2 Scotland
Victoria Derbyshire - 10:00 AM GMT,,2018-11-28T00:00:00Z,U.S. Federal; International,,News,709,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issue hello wednesday 10 clock victoria derbyshire rape survivor tell us exclusively feel revictimise say jail abuser invite council seek custody son sammy woodhouse waive right anonymity speak us rotherham council give man rape convict sentence 35 year child offer apply custody son claim many rapist get custody child conceive abuse across country want full investigation bring interview five minute medic warn ten thousand woman traumatise give birth leave ptsd let us know tyou traumatic birth time shake check new mum week month birth protect child online early year bbc go undercover pose 14year old girl expose online sexual predator use kik message service popular child grown man would talk 14year old one reason one reason nothing innocent bbc team develop bot automate programme warn user kik danger online grooming provide help bbc big tech company hello welcome programme live 11 morning anxiety attack vivid flashback symptom post traumatic stress disorder symptom report today veteran return conflict zone woman give birth traumatic birth let know happen use hashtag victoria live e mailing happy us contact maybe want take part programme please include phone number message annita mcveigh summary day news government publish assessment various scenario brexit occur next year prime minister wales northern ireland yesterday continue campaign scotland later secure public support brexit deal chancellor philip hammond meanwhile say accept remain us good thing british economy consideration economy analysis show clearly remain european union would outcome economy much prime minister deal deliver outcome close economic benefit remain political benefit clearly people look economy also look political constitutional benefit exit european union drive decision referendum vote uk bad perform mental health trust rate inadequate third time care quality commission say boss norfolk cancer nhs foundation trust repeatedly fail protect patient inspector say concern 2014 yet address describe patient self harm take overdose due lack self care ireland storm sweep sydney surround area cause power cut transport delay violent storm sydney average monthly rainfall two hour 14year old boy die accident way school preliminary report last month deadly indonesian plane crash find jet involve worthy boeing 737 operate lion air nosedive java sea kill everyone board indonesian transport safety commission note pilot experience similar technical problem final journey telecom regulator cap cost call,TVEyes - BBC 2
Victoria Derbyshire - 10:05 AM GMT,,2019-02-18T00:00:00Z,California; International,,News,775,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issue labour party leader matt jeremy corbyn call independent thinker would greatly miss hear firefighter call rescue cat stick tree usually like mountain lion spot perch branch 50 foot air near house california fire crew tranquilize lower harness release back wild cat tree story back samira thank carrie group labour mps expect announce departure labour party scene westminster join shortly announcement first first group mp lead inquiry fake news say big tech company fail duty care owe user act harmful content report digital culture media sport committee call compulsory code ethic independent regulator monitor social medium platform committee particularly critical facebook say site need far strict regulation end spread fake news facebook tell us open meaningful regulation support committee recommendation electoral law reform well talk mp damian collins chair digital culture media sport committee behind report chief executive web roots uk areeq choudhury european technology correspondent financial times madhunita murgia damian collins first image child film would incite criminal commit violent act content many case already community guideline tech company always effective deal say statutory account remove harmful content either refer content able identify use technology remove regulator could say company fail duty care user therefore liable impose sanction think system need rely goodwill tech company police think see era self regulation give robust system need deal harmful form content would add well thing like information well malicious systematic targeting people false information purpose sway vote election turn community think view harmful well say open form regulation significant change critical particularly failure like mark zuckerberg turn committee expense want establish code company good rigorously enforce guideline lot problem would exist need statutory code parliament people decide look like enforce think broadcasting regulatory model good one could adapt regulate content online well us determine regulation like enforce country start journey germany legislation around hate speech tech company take content refer breach hate speech law even though global business still abide law individual country operate think time us establish legal code ethic expect adhere right like clear facebook always say platform publisher clear platform platform publisher say think mutual service content well might well would like put blame people publish always easy us identify people secondly facebook see recent item post one friend see content facebook select content think,TVEyes - BBC 2 Wales
Victoria Derbyshire - 10:05 AM GMT,,2019-02-18T00:00:00Z,California; International,,News,806,speech text transcript1this copy computer generate text vary accuracy due speaker dialect audio quality issue wales 30 year labour party leader matt jeremy corbyn call independent thinker would greatly miss hear firefighter call rescue cat stick tree usually like mountain lion spot perch branch 50 foot air near house california fire crew tranquilize lower harness release back wild cat tree story back samira thank carrie group labour mps expect announce departure labour party scene westminster join shortly announcement first first group mp lead inquiry fake news say big tech company fail duty care owe user act harmful content report digital culture media sport committee call compulsory code ethic independent regulator monitor social medium platform committee particularly say site need far strict regulation end spread fake news facebook tell us open meaningful regulation support committee recommendation electoral law reform well talk mp damian collins chair digital culture media sport committee behind report chief executive web roots uk areeq choudhury european technology correspondent financial times madhunita murgia damian collins first image child film would incite criminal commit violent act content many case already community guideline tech company always effective deal say statutory account remove harmful content either refer content able identify use technology remove regulator could say company fail duty care user therefore liable impose sanction think system need rely goodwill tech company police think see era self regulation give robust system need deal harmful form content would add well thing like information well malicious systematic targeting people false information purpose sway vote election turn community think view harmful well say open form regulation significant change critical particularly failure like mark zuckerberg turn committee expense want establish code company good rigorously enforce guideline lot problem would exist need statutory code parliament people decide look like enforce think broadcasting regulatory model good one could adapt regulate content online well us determine regulation like enforce country start journey germany legislation around hate speech tech company take content refer breach hate speech law even though global business still abide law individual country operate think time us establish legal code ethic expect adhere right like clear facebook always say platform publisher clear platform platform publisher say think mutual service content well might well would like put blame people publish always easy us identify people secondly facebook see recent item post one friend see content facebook select content think,TVEyes - BBC 2 Scotland
