Finance more evolution than revolutionary change,,2020-09-02T00:00:00Z,International,,Web News,0,new technology burst onto scene may take year mature past year new entrance financial technology like machine learning cryptocurrency tout change industry however promise change yet new technology burst onto scene may take year mature past year new entrance financial technology like machine learning cryptocurrency tout change industry however promise change yet fully realise last week money next virtual summit finance professional ask thought certain trend topic gartner hype cycle product first get peak inflated expectation drop trough disillusionment mature finally gain acceptance mainstream market consensus among panel open banking open finance much hype many year idea start show promise plenty opportunity growth open banking hype along delay around rollout adoption say lucy demery global head fintech banking standard chartered whitepaper go pretty well really ramp really impressive stride push far financial product much see connect wide e commerce big tech platform uk europe scott abrahams group head acceptance emerge payment mastercard say concept open banking still enough sway consumer adopt old payment method still kick around still pretty good majority consumer 75 77 74 percent samsung pay apple pay google pay user say either use credit debit card default payment method respectively mobile payment report deloitte 2019 abrahams add main value proposition payment provider like mastercard visa american express provide predictability reliability main piece value mastercard billion people means payment two circle shop physical online use payment product exactly whether brazil north america poland uk many  business sell year financial consultancy firm 11 fs deputy ceo jason bates say  technology need problem thing go drive million billion people use open banking go ability see statement three four bank one app intelligence service private banking mass market intelligent agent help spending utility switch move around saving financial advisor cryptocurrency overhype say bates think crypto asset distribute ledger amazing opportunity end cryptocurrency currency use transaction however great opportunity technology behind cryptocurrency find way pit despair gartner curve many panel member agree say payment method cryptocurrencie long way go payment perspective  start creep back however use cryptocurrency distribute ledger technology much wide payment perspective still lot opportunity past high praise say abrahams immediate use ai machine learn right back end say demery conduct datum collection analytic consumer side technology customer still ready fully adopt portfolio analytic institutional side credit consumer institutional one area look lot help incumbent get well efficient often partnership fintech also incumbent right another use case machine learning push nudge consumer towards financial product service would suit need demery say often tricky tricky term complexity also term risk around suitability mis sell especially retail space consumer trust ai remain low survey conduct capegemini 2019 find three quarter respondent want transparency ai power service similar number also indicate believe regulation use ai need key ai real opportunity human engagement alongside digital twin need deliver effectively say stephen ingledew chief executive fintech scotland another 2019 survey pegasystem find 68 percent trust human ai approve bank loan 30 percent feel comfortable business use ai consumer interaction abrahams say future ai retail space need partner person give example ai assistant could identify area financial improvement customer ultimately decision make financial advisor think people ready think ready moment go one step far say trust  tell right thing go blindly,WebNews - English
Finance took over the economy. No wonder Facebook wants its own currency.,Graham Steele,2019-08-18T00:00:00Z,U.S. Federal; Dist. of Columbia,,News,1463,consumer suffer big company become bank say business scholarin june facebook announce plan effectively create currency call libra eventually financial system go libra course cloak corporate speak promise low cost freedom consumer business innovation inclusion scalability hubris company mottled record comply privacy datum law gall spark something rare day bipartisan condemnation really concern critic though libra small part large troubling trend blur line finance commerce trend decade old significant implication customer privacy competition financial risk concentrate economic political power stop libra would sign policymaker start take issue seriously unwind threat industry finance colossus much hard 1936 message congress president franklin roosevelt warn risk domination government financial industrial group numerically small politically dominant concern mind nation hold critical separate banking commercial business even enshrine principle policy practice however legal loophole create lawyer lobbyist let financial commercial company combine corporate structure first industrial company open bank robber willie sutton put money industrial loan company state charter bank nonfinancial corporation like harley davidson target make loan offer credit card process transaction allow take customer deposit without oversight apply bank example nonfinancial parent company subject oversight banking agency regulator tool address solvency issue bank restriction activity event fail serve credit need community attractive proposition deposit cheap source funding government provide deposit insurance cover loss certain amount retailer able drum business finance customer purchase industrial loan company sleepy part financial marketplace big retailer like walmart home depot see opportunity apply open bank face opposition community bank consumer group labor union lead financial crisis giant commercial lender gmac ge capital use bank access cheap deposit fund risky activity like package security back risky mortgage lead billion dollar taxpayer bailout unfortunately instead eliminate loophole 2010 wall street reform law call three year pause study industrial bank charter industrial charter application 2011 2016 big tech look come door congress leave open regulator trump administration signal willingness entertain application far application largely limit firm already offer financial service 28 billion payment company square company like facebook amazon probably far behind  meanwhile 1999 law repeal depression era glass steagall act also allow bank operate commercial business congressional testimony jpmorgan executive argue become diversified financial hold company would allow offer new convenience open house travel agency serve credit card customersit one thing bank make loan hold publicly trade share company million shareholder thing get treacherous bank owner operator company give special insight market advantage ability influence nonfinancial business way benefit financial position cost everyone else example bank oil terminal could give commodity trader special insight regional oil supply even seek control flow oil depend upon bet oil future market bank suppose keep business arm length financial management firewall limit amount capital bank commit business prohibition involvement day day operation investigation 2013 2014 two senate committee reveal bank regularly exceed legal limit ownership control business rely aluminum instance report metal warehouse goldman sachs drive cost commodity raise price product beer soda jpmorgan use energy trading business manipulate energy market make consumer pay high electricity rate scandal regulator promise reform five year later nothing real threat libra facebook could eventually open bank provide full suite credit payment service arrangement could offer favorable credit term fast transaction customer use banking service affiliate retailer conversely citigroup could open online retailer offer low price bank customer either scenario would spell trouble small bank retailer force compete unlevel playing field big business outsize market power question privacy commingle digital marketplace customer financial information include purchase deposit bad consumer taxpayer first centralize sensitive information contradict suppose purpose decentralize cryptocurrencie give bank tech company ability mine customer datum determine maximum price willing able pay second concentrate much customer information single entity also make extra vulnerable datum breach abuse third combine merchant banking payment credit service potential undermine important consumer protection include credit reporting debt collection wage garnishment give single company powerful leverage customer report negative information deny transaction access bank account fund finally allow nonfinancial business access federal financial support program backstop banking system could lead taxpayer fund bailout troubled retailer tech company suppose firewall prevent contain hole consider already play large japanese online marketplace rakuten apply industrial loan company charter prompt banking industry large trade association raise concern free flow credit consumer privacy possible conflict interest walmart recently file patent application create cryptocurrency amazon target less creditworthy customer subprime credit card high rate use platform louis brandeis say early20th century trust financial concentration combination serve main public interest big bank big tech may rely fancy algorithm app instead railroad word true today regardless whether facebook back away proposal voluntarily force public official need send clear message company contemplate similar scheme think first company idea surely last twitter steelewheelz staff director corporations society initiative stanford graduate school business minority chief counsel senate committee banking housing amp urban affairs member staff federal reserve bank san francisco,The Washington Post
Finance took over the economy. No wonder Facebook wants its own currency.,Graham Steele,2019-08-18T00:00:00Z,U.S. Federal; Dist. of Columbia,,News,1474,consumer suffer big company become bank say business scholar june facebook announce plan effectively create currency call libra eventually financial system go libra course cloak corporate speak promise low cost freedom consumer business innovation inclusion scalability hubris company mottled record comply privacy datum law gall spark something rare day bipartisan condemnation really concern critic though libra small part large troubling trend blur line finance commerce trend decade old significant implication customer privacy competition financial risk concentrate economic political power stop libra would sign policymaker start take issue seriously unwind threat industry finance colossus much hard 1936 message congress president franklin roosevelt warn risk domination government financial industrial group numerically small politically dominant concern mind nation hold critical separate banking commercial business even enshrine principle policy practice however legal loophole create lawyer lobbyist let financial commercial company combine corporate structure first industrial company open bank robber willie sutton put money industrial loan company state charter bank nonfinancial corporation like harley davidson target make loan offer credit card process transaction allow take customer deposit without oversight apply bank example nonfinancial parent company subject oversight banking agency regulator tool address solvency issue bank restriction activity event fail serve credit need community attractive proposition deposit cheap source funding government provide deposit insurance cover loss certain amount retailer able drum business finance customer purchase industrial loan company sleepy part financial marketplace big retailer like walmart home depot see opportunity apply open bank face opposition community bank consumer group labor union lead financial crisis giant commercial lender gmac ge capital use bank access cheap deposit fund risky activity like package security back risky mortgage lead billion dollar taxpayer bailout unfortunately instead eliminate loophole 2010 wall street reform law call three year pause study industrial bank charter industrial charter application 2011 2016 big tech look come door congress leave open regulator trump administration signal willingness entertain application far application largely limit firm already offer financial service 28 billion payment company square company like facebook amazon probably far behind  meanwhile 1999 law repeal depression era glass steagall act also allow bank operate commercial business congressional testimony jpmorgan executive argue become diversified financial hold company would allow offer new convenience open house travel agency serve credit card customer one thing bank make loan hold publicly trade share company million shareholder thing get treacherous bank owner operator company give special insight market advantage ability influence nonfinancial business way benefit financial position cost everyone else example bank oil terminal could give commodity trader special insight regional oil supply even seek control flow oil depend upon bet oil future market bank suppose keep business arm length financial management firewall limit amount capital bank commit business prohibition involvement day day operation investigation 2013 2014 two senate committee reveal bank regularly exceed legal limit ownership control business rely aluminum instance report metal warehouse goldman sachs drive cost commodity raise price product beer soda jpmorgan use energy trading business manipulate energy market make consumer pay high electricity rate scandal regulator promise reform five year later nothing real threat libra facebook could eventually open bank provide full suite credit payment service arrangement could offer favorable credit term fast transaction customer use banking service affiliate retailer conversely citigroup could open online retailer offer low price bank customer either scenario would spell trouble small bank retailer force compete unlevel playing field big business outsize market power question privacy commingle digital marketplace customer financial information include purchase deposit bad consumer taxpayer first centralize sensitive information contradict suppose purpose decentralize cryptocurrencie give bank tech company ability mine customer datum determine maximum price willing able pay second concentrate much customer information single entity also make extra vulnerable datum breach abuse third combine merchant banking payment credit service potential undermine important consumer protection include credit reporting debt collection wage garnishment give single company powerful leverage customer report negative information deny transaction access bank account fund finally allow nonfinancial business access federal financial support program backstop banking system could lead taxpayer fund bailout troubled retailer tech company suppose firewall prevent contain hole consider already play large japanese online marketplace rakuten apply industrial loan company charter prompt banking industry large trade association raise concern free flow credit consumer privacy possible conflict interest walmart recently file patent application create cryptocurrency amazon target less creditworthy customer subprime credit card high rate use platform louis brandeis say early20th century trust financial concentration combination serve main public interest big bank big tech may rely fancy algorithm app instead railroad word true today regardless whether facebook back away proposal voluntarily force public official need send clear message company contemplate similar scheme think first company idea surely last twitter steelewheelz staff director corporations society initiative stanford graduate school business minority chief counsel senate committee banking housing amp urban affairs member staff federal reserve bank san francisco,Washingtonpost.com
Finance watchdog admits it can't stop Google scams,Ali Hussain,2020-01-20T00:00:00Z,International,,News,477,britain financial watchdog stop google make million company scam advertising mislead investment regulator boss admit andrew bailey chief executive financial conduct authority  become governor bank england march reveal email see times company use google get around rule design stop mis selling month regulator ban promotion ordinary saver speculative mini bond fear many invest without know unprotected financial services compensation scheme  since dozen scam website offer high pay bond claim safe protect fscs appear search result google ad logo indicate client pay promotion google say take scam web site notify blame poor fca guidance constitute mini bond make difficult implement rule fca insist rule clear last year times investigation reveal google take huge fee scammer use search engine persuade saver invest risky potentially fraudulent scheme google say would stop promote site mislead content mini bond ban come collapse london capital amp finance provider advertise google take ps236 million saver respond email question mark taber investor campaigner whether google take responsibility advert subject rule govern financial promotion mr bailey say view apply form advertising challenge view mr bailey reveal make repeat call online harm legislation seek tackle child abuse terrorism fake news cover online scam search top isa deal fscs protect bond last week highlight several scam site use logo well know brand include newspaper high street bank without permission video martin lewis found appear scam website last week mr lewis last year challenge facebook advert claim back investment scam say nothing get email tell yet big tech firm facilitate scammer abuse steal people money use reputation find offensive google say ad breach policy take appropriate action work regulator fca clarity area protect consumer add anyone try implement fca guideline face challenge define legally consider mini bond,The Times (London)
Finance watchdog admits it can't stop Google scams,Ali Hussain,2020-01-20T00:00:00Z,International,,News,477,britain financial watchdog stop google make million company scam advertising mislead investment regulator boss admit andrew bailey chief executive financial conduct authority  become governor bank england march reveal email see times company use google get around rule design stop mis selling month regulator ban promotion ordinary saver speculative mini bond fear many invest without know unprotected financial services compensation scheme  since dozen scam website offer high pay bond claim safe protect fscs appear search result google ad logo indicate client pay promotion google say take scam web site notify blame poor fca guidance constitute mini bond make difficult implement rule fca insist rule clear last year times investigation reveal google take huge fee scammer use search engine persuade saver invest risky potentially fraudulent scheme google say would stop promote site mislead content mini bond ban come collapse london capital amp finance provider advertise google take ps236 million saver respond email question mark taber investor campaigner whether google take responsibility advert subject rule govern financial promotion mr bailey say view apply form advertising challenge view mr bailey reveal make repeat call online harm legislation seek tackle child abuse terrorism fake news cover online scam search top isa deal fscs protect bond last week highlight several scam site use logo well know brand include newspaper high street bank without permission video martin lewis found appear scam website last week mr lewis last year challenge facebook advert claim back investment scam say nothing get email tell yet big tech firm facilitate scammer abuse steal people money use reputation find offensive google say ad breach policy take appropriate action work regulator fca clarity area protect consumer add anyone try implement fca guideline face challenge define legally consider mini bond,The Times (London)
Finance watchdog admits it can't stop Google scams,"Ali Hussain, Chief Money Reporter",2020-01-20T00:00:00Z,International,,News,488,britain financial watchdog stop google make million company scam advertising mislead investment regulator boss admit andrew bailey chief executive financial conduct authority  become march reveal email see times company use google get around rule design stop mis selling month regulator ban promotion ordinary saver speculative fear many invest without know unprotected financial services compensation scheme  since dozen scam website offer high pay bond claim safe protect fscs appear search result google ad logo indicate client pay promotion google say take scam website notify blame poor fca guidance constitute mini bond make difficult implement rule fca insist rule clear last year times investigation reveal google take huge fee scammer use search engine persuade saver invest risky potentially fraudulent scheme google say would stop promote site mislead content mini bond ban come collapse london capital amp finance provider advertise google take ps236 million saver respond email question mark taber investor campaigner whether google take responsibility advert subject rule govern financial promotion mr bailey say view apply form advertising challenge view mr bailey reveal make repeat call online harm legislation seek tackle child abuse terrorism fake news cover online scam search top isa deal fscs protect bond last week highlight several scam site use logo well know brand include newspaper high street bank without permission video martin lewis found moneysavingexpertcom appear scam website last week mr lewis last year challenge facebook advert claim back investment scam say nothing get email tell yet big tech firm facilitate scammer abuse steal people money use reputation find offensive google say ad breach policy take appropriate action work regulator fca clarity area protect consumer add anyone try implement fca guideline face challenge define legally consider mini bond,thetimes.co.uk
Finance watchdog admits it can't stop Google scams,Ali Hussain,2020-01-20T00:00:00Z,International,,News,477,britain financial watchdog stop google make million company scam advertising mislead investment regulator boss admit andrew bailey chief executive financial conduct authority  become governor bank england march reveal email see times company use google get around rule design stop mis selling month regulator ban promotion ordinary saver speculative mini bond fear many invest without know unprotected financial services compensation scheme  since dozen scam website offer high pay bond claim safe protect fscs appear search result google ad logo indicate client pay promotion google say take scam web site notify blame poor fca guidance constitute mini bond make difficult implement rule fca insist rule clear last year times investigation reveal google take huge fee scammer use search engine persuade saver invest risky potentially fraudulent scheme google say would stop promote site mislead content mini bond ban come collapse london capital amp finance provider advertise google take ps236 million saver respond email question mark taber investor campaigner whether google take responsibility advert subject rule govern financial promotion mr bailey say view apply form advertising challenge view mr bailey reveal make repeat call online harm legislation seek tackle child abuse terrorism fake news cover online scam search top isa deal fscs protect bond last week highlight several scam site use logo well know brand include newspaper high street bank without permission video martin lewis found appear scam website last week mr lewis last year challenge facebook advert claim back investment scam say nothing get email tell yet big tech firm facilitate scammer abuse steal people money use reputation find offensive google say ad breach policy take appropriate action work regulator fca clarity area protect consumer add anyone try implement fca guideline face challenge define legally consider mini bond,The Times (London)
Financial Daily Dose 2.12.2020 | Top Story: Big Tech Antitrust Update,Robins Kaplan LLP,2020-02-12T00:00:00Z,U.S. Federal,,News,841,feb 12 2020  big tech antitrust update ftc demand information amazoncom inc apple inc facebook inc microsoft corp alphabet inc regard acquisition small firm past 10 year may small trigger antitrust review analysis big tech kill zone may lead future change ftc review acquisition big company wsj  andbloomberg mobile world congress  barcelona 2020 wireless industry top annual event face potential cancellation due coronavirus outbreak bloomberg  andwsj uk hire watchdog oversee fine social medium company like facebook twitter fail take harmful content image child abuse material inciting violence bloomberg official announce huawei technologies co access mobile phone network back door use law enforcement announcement provide support fight huawei continued effort take market share europe wsj germany chancellor angela merkel recognize importance chinese business european economy refuse completely ban huawei business bloomberg coronavirus could cost american tourism industry 58 billion airfare domestic spending year wsj coronavirus lead low demand oil china world large importer oil future wednesday however hope spread virus slow wsj  andbloomberg federal aviation administration  admit violate rule fail ensure southwest airlines co comply mandatory maintenance standard incorporate 88 use jet fleet faa office routinely fail oversee verified takeoff weight southwest jet wsj  andbloomberg vice media group face issue pay back private equity firm tpg invest 450 million 2017 vice new ceo inherit company financial trouble try remedy problem diversify company away rely advertising sale company still potential shore loss 2019 wsj nissan motor co sue carlos ghosn japanese court week seek 90 million damage mr ghosn allege wrongdoing nissan recent claim look recover cost relate company investigation mr ghosn may remember daily dose mention mr ghosn flee lebanon japan december last year wsj  andbloomberg robo analyst may soon take wall street job make bit money bloomberg                ,Newstex Blogs
Financial Daily Dose 2.18.2020 | Top Story: Apple Cuts Revenue Expectations and HSBC Axes Jobs as Coronavirus Infects Business Outlook,Robins Kaplan LLP,2020-02-19T00:00:00Z,U.S. Federal; Missouri,,News,1318,feb 18 2020  apple announce coronavirus outbreak bring chinese manufacturing near standstill  continue spread around world affect quarterly sale expectation news make apple one first company publicly disclose extent chain effect china virus business world nytime  wsj  bloomberg  hsbc cut upwards 35000 job next three year london base bank struggle revive business come depend increasingly china growth strategy hamper various headwind include recent political strife hong kong sure coronavirus help anything nytime  wsj  bloomberg pier 1 import officially file bankruptcy pursue sale company news come week home good retailer reveal close half store nytime  wsj  bloomberg  marketwatch country large milk cooperative dairy farmers america buy 44 bankrupt milk company dean foods facility well real estate inventory equipment necessary operate deal subject approval bankruptcy judge oversee dean case well federal regulator weigh antitrust implication deal nytime  wsj buying continue france alstom conglomerate snap bombardier inc train unit deal value 82 billion include debt create would new european focused train giant big enough take china train exchange occur week bombardier sell interest commercial jet joint venture airbus se leave canadian firm business jet operation wsj  marketwatch  bloomberg zuck get headline presumably want record call eu regulator force internet platform like facebook liability content share user many european official less impressed middle ground approach  wsj  marketwatch contrast jeff bezos play good press week take less debatable form 10 billion pledge fight climate change big philanthropic move date world rich man wsj  bloomberg  marketwatch  nytime old new dupont reinstate former ceo edward breen architect megamerger spinoff leave small industrial material maker struggle generate sale growthto top job less year new leadership team take helm wsj  marketwatch meet maze  ransomware ring incorporate heavy dose shame standard playbook hacking stealing encrypt extorting law360 streetwise suggest fast approach end bond market volatility backstop era pretty glorious 2decade run form free insurance investor wsj federal jury eastern district missouri deliver 265 million verdict bayer monsanto unit basf claim dicamba weedkiller cause decimation large missouri peach farm due neighbor cotton farm use herbicide law360 late installment let us blame millennialsan exercise seemingly tailor make boomer tired get saddle current state world affair suggest generation tilt toward aggressive saving could leave central banker less room cut interest rate long boost growth time economic trouble word blame next recession subsequent fallout 24 39 year old heart set early retirement sure nytimes                         deny h    ,Newstex Blogs
Financial Daily Dose 3.9.2020 | Top Story: Big Tech Companies Being To Support Regulations to Limit Mass Surveillance,Robins Kaplan LLP,2020-03-09T00:00:00Z,U.S. Federal; California; Hawaii; Massachusetts; Michigan; New York,,News,669,mar 09 2020  panic seem drive market oil price plummet equity take hit 00 lose 5 lookout inter alia european central bank policy decision thursday release core consumer price index wednesday bloomberg andnyt big tech company use facial recognition software begin support precision regulation allow mass surveillance lawmaker new york massachusetts hawaii michigan california consider regulation concern form technology use wsj somebody probably watch facial recognition startup see success perfect craft care know nyt boeing co 737 max continue suffer delay regulator faa likely order boeing reroute wiring extreme circumstance could fail cost life wsj insurance brokerage aon plc willis towers watson plc combine aon agree buy willis towers 30 billion accord company deal add earning first full year combination provide annual pretax synergy cost reduction 800 million third year bloomberg elbow bumping close keep coronavirus bay director say tweet saturday recommend individual keep 2 foot social distance frequently wash hand resist urge often touch one face bloomberg hey doc new federal regulation make easy patient access datum app web portal however regulation may also cost patient privacy feel big tech may soon medical record wsj batter compass diversified holdings agree buy marucci sports llc top baseball bat manufacturer 200 million wsj life coronavirus nutshell infected virus cause little cough stay nose throat however one seven patient develop difficulty breathe severe complication 6 individual become critical lung respiratory tract virus cause pneumonia like damage compromise body ability keep germ lung second effect make virus particularly difficult treat give significant amount germ find hospital bloomberg time wine talk side cheese recommendation ready next time guest wsj           ,Newstex Blogs
Financial Daily Dose 3.16.2020 | Top Story: U.S. Stocks Continue to Tumble Amid COVID-19,Robins Kaplan LLP,2020-03-17T00:00:00Z,U.S. Federal; California; New York,,News,691,mar 16 2020  stock continue tumble sink 81 open trigger 15minute trading halt brent crude sink 30 barrel treasury surge despite major move federal reserve market sentiment fearful 2009 bloomberg  andnyt fed buy least 700 billion bond help slump market fed rate also 0 025 match low hit 08 financial crisis reaction substantial toll covid19 begin take economy fiscal authority get creative lessen blow virulent black swan bloomberg andwsj andnyt oil crash wsj bitcoin collapse 57 10500 high back february 13 alt coin also tumble ethereum 20 litecoin 17 bloomberg big tech acquire almost every promising ai startup believe diverse competition however believe ai startup look remain independent limited exit option remain main driver behind current trend bloomberg covid19 shopping panic strain amazoncom inc online grocery service increase order result company delay amazon fresh whole foods market order weekend bloomberg andwsj big law learn mistake 2008 crash mean well positioned take care client current financial storm law360 new york california seek expand state regulatory power consumer financial service say federal oversight become lax trump administration wsj amazon cashierless store remain taboo among big retailer amazon continue try persuade join go store revolution wsj airline make cut staff rethink flight schedule flight might bargain worth risk nyt greed man 17700 bottle hand sanitizer may face charge price gouging perhaps socrates console himhe content would content would like nyt               ,Newstex Blogs
