"Athletics Anti-Doping Panel Calls for Russia Ban; Many Airports Are Potential Terrorism Targets; Sharm el-Sheikh Airport under Scrutiny; Rate Hike Fears Sink U.S. Stocks; Ericsson, Cisco to Build Networks Together. Aired 4-5:00p ET",Richard Quest; Don Riddell; Alex Thomas; Matthew Chance; John Defterios; Erin McLaughlin; Paul La Monica,2015-11-09T00:00:00Z,U.S. Federal; New York,,News,6620, richard quest cnn host low day still day wall street dow jones exactly 1 percent trading come close gavel hit think call robust gavelit monday 9th november quest  tonight explosive revelation world anti dope agency say russia must ban international athletic full coverage president world large airline tell cnn many airport security weak mtn chief executive resign accusation enough prevent terrorist use network richard quest start new week together mean business quest good evening tonight deeply rooted culture cheat level word world athletic corporation face corruption scandal threaten overshadow one fifa term seriousness scale world antidoping agency say uncover amount word state sponsor doping russia call russia suspend 2016 olympics extraordinary story tonight say russia face ban 2012 olympics sabotage failure crack dope cheat london olympics 2012 say evidence corruption bribery send interpol russia face ban london olympics sabotage interpol investigate dick pound lead investigation call finding damaging dick pound chairman world anti doping agency bad think effect unlike form corruption actually affect result field play athlete russia abroad suffer result quest join matthew chance moscow us tonight world sport riddell cnn centerwe begin may read large part long report today breathtake detail mind boggle level corruption miscreant behavior riddell cnn correspondent yes 300 page detail say could well tip iceberg could russia could athletic give narrow brief regard investigation could come incredibly damaging russia sport athletic stake could high richard ask people know ordinary man street sport athlete cheat would say maybe cycle probably athletic problem go way back sport go tackle tackle talk russia athlete coach trainer doctor entire institution stink quest coach trainer provide doping enhanced performance doping laboratory falsify result know word speciman dirty falsify state connive get impression everybody know time people like seb coe international athletics sayingriddell well awful lot pressure iaaf seb coe particular new president charge month people ask know vice president iaaf seven year charge get try get thing sort right say stop nothing make sure get bottom sebastian coe iaaf president look realize criticize remark make within moment win campaign also presuppose coe list allegation sit front alex thomas cnn correspondent say anything sort need include think outside box maybe bring outside help use money pledge election campaign federation maybe instead go fight dopingis anything limit coe day get elect start root branch review organization clearly light allegation today criminal allegation make beginning week advance review anything take create return sport responsible transparent accountable sport responsive pledge absolutely behalf clean athlete thomas back ioc dick pound right man iaaf lead go forward face olympic final 1980 1984 put terrific london olympic games seb coe tough challenge careercoe anything need fix thomas thank time coe thank riddell richard alex thomas ask question couple hour ago cnn actually begin interview defend remark make outgoing iaaf president implicate whole mess question criminal authority seb coe begin interview say know complimentary full fact disposal quest riddell cnn center stay look matthew chance moscow matthew want hear answer question likely russia would ban next olympic gamesriddell well wait see thing play mean think nuclear option remain table iaaf world anti doping agency say russia play ball effectively fess go go promise fix thing go forward maybe chance rehabilitate bring back international forum think chance could ban next olympics consider riddell superpower globally russia would huge quest matthew chomp bit get story russia moscow thank moscow go justifybecause report chapter verse russian athlete systemic doping matthew chance cnn senior international correspondent mean richard see russians go take step back say look know hand guilty fact every comment far since report issue hour ago completely defensive completely denial complete denial anything wrong russia head russian doping agency say unprofessional report illogical make sense russian sport minister say problem doping sort already russia lab test athlete good world much sport russia country spend billion dollar billion dollar promote image lead sporting superpower winter olympics 2014 swimming championship year get world cup 2018 billion dollar spentit promote russia image kremlin way way opinion go say yes know cheat along quest matthew chance moscow riddell world sport gentleman follow closely thank continue tonight quest means business chief executive sir tim clark emirates airline large world say many airport perhaps sharm el sheikh safety security concern hear next  quest president emirates airlines say many airport around world could vulnerable terrorist attack uncertainty bring metrojet plane week ago weigh heavily airline industry sir tim clark emirates speak john defterios attend dubai air show sir tim tell company review security procedure sir tim clark president emirates airlines put incident context happen understand happen get fix happen understand result alleged device put airplane must assess airline emirates security protocol airport fly happen ongoing basis would expect industry carrier global reach would sure addition international civil aviation organization regulator within country probably go come along say look need see need talk airport authority need talk stakeholder airport regard security screen employee process go happen view result happen sharm el sheikh john defterios cnn emerging markets editor fly sharm el sheikh number different time conference also holiday soft target mean reality terrorist organization want infiltrate airport small tourist destination seem vulnerable reality notclark yes look unfortunately egyptians airport view believe egyptian government secure airport know clear present threat security place maybe slightly lax certain area want criticize rightly say many airport world egypt africa place potential target airport vulnerable one must look procedure ensure kind thing happen defterios concerned maybe staff compromise cooperate seedy element get airportclark make mention human resource human resource apply process procedure protocol weak human resource go issue quest sir tim clark emirates talk john defterios safety protocol sharm el sheikh airport intense scrutiny cnn erin mclaughlin report allegation security breach eric mclaughlin cnn correspondent  wheel sharm el sheikh international airport late point wave evacuation order british russian government bring citizen safely home question swirl around airport security allegation key scanner sometimes function employee accept bribe allegation egyptians deny mclaughlin close camera get airport military take kick medium mclaughlin  always way six day plane crash egyptian official eager show us around take us tour see airport inner working show us luggage screening process process british government say may manipulate lead possible bombing metrojet flight 9268bbc report british intelligence believe bomb place low half plane fuselage place luggage store flight mclaughlin bag first x ray see something think suspicious send machine  mclaughlin  call ctx machine use test explosive everything seem run smoothly associated press report always case unnamed airport official say machine often break breakdown quote human stupidity rather technical fault another official tell ap police man scanning machine poorly pay sometimes take bribe allow drug weapon one police man tell cnn unlike airport employee colleague search enter airport instead vet manage egypt top security agency say work watch airport camera system show one room use monitor system tell footage flight 9268 say part ongoing investigation tour allow see everything want say ask get tarmac close allow go film open door deny access main room use monitor airport egyptian authority hit back allegation security lapse civil aviation ministry spokesman tell cnn say 100 percent mistake free possible way portray allegation generalization baseless false insist airport safe unidentified male international civil aviation authority comply standard regulation authority mean completely safe fly fly sharm el sheikh airport mclaughlin  british russian official skeptical send team evaluate airport shepherd citizen home whether isis bring metrojet 9268 security airport region remain scrutiny erin mclaughlin cnn sharm el sheikh quest continue tonight rate hike fear market stock fall open never recover bad day still think word ugly day progress  quest market start low remain unhappy session last minute surge enough stock begin fall right beginning frankly never really recover 200 point one stage prospect high interest rate fed start towards word janet yellen live possibility decemberpaul la monica get day like today paul beginning start new week beginning never really look back go onpaul la monica cnnmoney digital correspondent fed rate hike concern part think worrisome pretty poor economic datum come china export import remember china really spark market volatility summer think whether quest percent sorry grunt feeling market never recover la monica yes never like see day like solid week last week amazing week huge run october think need concerned one day like within context big rally low august quest let us look european market european stock also close week lower could see ftse sharp loss frankfurt daxin french market renault 35 percent government say oppose merger nissan intercontinental 5 percent say consider sale merger european market still particularly unhappy moment la monica yes obviously european market even concerned think china huge trading partner china dax germany actually even well sampp 500 lot stock shock chinese weak datum would send european stock even sthank much quest thank see tomorrow come telecommunications company two one bring internet phone home togetherit cisco world top router company depend like pronounce word ericsson sweden world big wireless equipment maker take ericsson cisco put together merger two plan build network collaborate development partnership strategic arrangement merger chief exec company join cisco chief exec chuck robbins tell customer get deal chuck robbins ceo cisco really combination ericsson market leader area play cisco market area play believe come together help service provider first first phase service provider really transform network move next generation architecture allow deliver service quickly customer actually allow drive growth addition see ericsson cisco also see opportunity really create seamless mobile experience enterprise also work together really unleash value iot robbins customer future quest han consumer disrespectful really care cisco ericsson care whole thing work theyhans vestberg ceo ericsson yes cisco ericsson see video stream datum stream consumer use around world come much effectively screen small screen large screen together service provider around world care come together give experience much well quest hans simply mergerstrategic partnership fine good really broad base deep delving infrastructure company well mergingvestberg think option want  company could actually double ip scenario fringe strategy  honest agile way work new world need find partner area equally good think actually next generation strategic partnership instead big bulky merger say big believer big tech merger complicated different platform actually find good way us continue invest area number one cisco number one together want bridge us order get consumer experience customer experience far well quest one hot issue moment national security number government seek ability right either eavesdrop get hold information robbins never provide special access equipment think important two front number one work government understand datum privacy requirement concern work architect network way actually accommodate think one benefit ericsson last thing security important customer believe combination hans technology technology come together mobile device way infrastructure believe help customer deal datum privacy issue would like deal also provide much great degree security across board quest two chief exec ericsson cisco talk early massive fine africa large mobile operator first obliterate company stock price cost chief executive job break number johannesburg break quest mean business  quest hello richard quest quest mean business moment chief executive norwegian cruise lines us show brand new ship talk cuba china sierra leone declare ebola free ask ask head local company economy head cnn network news always come first world anti doping agency say russian athlete suspend international athletic find evidence widespread state sponsor doping interpol say investigate wada report say find corruption high level athletic lead investigator say doping scandal likely grow dick pound p resident wada independent commission tip iceberg afraid probably right say certainly think russia country doping problem think athletic sport doping problem quest veteran democracy campaigner aung suu kyi track win landslide victory myanmar country first openly contest election decade military rule suu kyi party claim almost 90 percent seat announce far jordanian man shoot kill people police training center amman two americans south african jordanian die security force kill gunman official say attacker police officer recently fire israeli prime minister benjamin netanyahu meet president barack obama white house mr netanyahu first visit year first time man meet since washington agree nuclear deal iran president reiterate support israel light recent violence israelis palestinians barack obama president would like clear condemn strong term palestinian violence innocent israeli citizen want repeat strong belief israeli right obligation protect quest chief executive africa big mobile phone operator mtn resign firm hit massive fine nigeria fail cut unregistered sim card nigeria say unregistere sim card million anonymous customer create risk terrorist criminal communicate plot immunity mtn try negotiate low penalty sifiso dabengwa say resign ceo interest company shareholder look happen 52 billion fine roughly half mtn annual revenue firm huge 60 million subscriber nigeria pay roughly 86 per subscriber give idea course pancontinent mtn many different country  look share price fall recently since october sharp fall fine announce become clear 15 percent last year eleni giokos join us johannesburg put perspective fine huge chief executive goneeleni giokos cnn correspondent well interesting question think sifiso dabengwa go see go man would try negotiate well deal mean negotiate 52 billion market expect reality richard mtn fail announce make announcement find 52 billion penalty nigerian regulator announce early monday morning 26th october fail announce market open johannesburg fact market already show work mtn share price mtn share price really plunge 6 percent 230 afternoon see mtn cautionary announcement come massive gray area mtn shareholder know sign  time could act responsiblyover see mtn share price also come pressure lose 25 percent 1 point last couple week johannesburg stock exchange decide suspend company hour trade last week thing work sifiso dabengwa time quest right fine 52 billion mean south africa africa nigeria people say fine commensurate proportion didgiokos well think look fine per user basically come around 1000 per user talk 5 million subscriber 1000 per user fine justify terrorist potentially use unregistered sim card argue yes say proportion talk 52 billion basically equate 22 percent nigeria entire 2014 budget talk really big fine nigerian communications commission also work closely telecom company since 2008 try get unregistered user either disconnected make sure system somehow trace deadline come since 2013 unregistered sim card slip system richard unregistered sim card mtn big operator quest right giokos country sell pre register sim card word people buy sim card register already premium quest ultimately jeopardize mtn future company large company nigeria merely one country albeit large operate survival mtn way put risk finegiokos well mean term survival many analyst say mtn go survive liquidity go issue payment term go come know spotlight well much go pay go halve go come around 1 billion people expectingand remember richard actually 20082009 bharti airtel snoop around want acquire mtn look potential deal good time potential suitor come along mtn 233 million subscriber across continent quest good see welcome onboard hope many time us giokos thank quest quest mean business new south africa southern africa business correspondent eleni join us johannesburgit anything business usual chief executive mining company sierra leone tell us organization get devastating ebola epidemicit quest mean business start new week  quest eyou industry minister meet early discuss sector crisis steel course upshotter  promise hold talk time producer include china position pretty dreadful k steel company accuse china dump product european market drive local manufacturer business call strong action eyou defend job promise talk ask european commission vice president eyou could people call action jyrki katainen vice president european commission already remember right 37 case eyou take action state subsidy case anti dumping investigation go take month decide whether case trade defense instrument disposal actively use quest hear industry say sure hear sure say fairly blunt term face hear say enough need katainen well actually launch sanction anybody without complaint every time industry official complaining commission start investigate issue case something happen far continue also future actually need solution overcapacity problem always question dumping subsidy capacity start create difficulty problem market visit beijing end september fruitful discussion chinese authority eyou china start develop negotiation format reduce overcapacity need international multilateral also bilateral tool order reduce production one significant issue may impact overcapacity issue climate negotiation take place paris end month guess leader agree reduce overcapacity issue  quest jyrki katainen european commissioner talk early world health organization declare sierra leone free ebola country case ebola 42 day two incubation cycle virus disease kill 3500 people sierra leone world bank estimate epidemic wipe 3 percent gdp 2014sierra rutile operate mine southwest country john sisay chief executive good evening sir join tonight london john sisay ceo sierra rutile good evening quest talk government official president country talk system month ago way country rebuild difficulty country already devastate economically go back square one back point view priority rebuild economysisay let us forget richard prior ebola sierra leone actually fairly well gdp growth double digit first thing go back accept challenge give sierra leone economy commodity drive economy know commodity sluggish moment try go back also try look diversify economy future focus thing like infrastructure tourism agriculture know government try preempt term ebola recovery talk people like eyou ebola recovery fund focus infrastructure development like water road quest right company like mean keep trade manage stay keep business throughout huge logistical challenge term get product get product survive company survive sisay absolutely advantage richard first case ebola happen away area able put protocol place able look supply chain look know  time point view supply need country able stock advance shutdown country go really question run business planning event bad case scenario able able mount serious awareness campaign around area luckily community understand seriousness disease adhere protocol put place quest feel right policy place sort take advantage obviously know commodity china buy less country sierra leone liberia like commodity drive go suffer result wonder double hit yousisay double hit like mention early even important look economy would diversify go forward know would suffer much shock global cycle like mention example area require investment show huge potential agriculture quest right sisay another area tourism know know richard sierra leone deep natural hot port africa advantage develop real transshipment port gateway west africa plenty opportunity quest right sisay away mining commodity think government focus go forward quest john thank join us evening much appreciate come talk us much appreciate sisay thank quest finish discussion make clear obviously thousand people die way discussion economic sense lessen seriousness gravity take place ebola long term course question rebuild economy talk look people like john sisay go develop business continue tonight quest mean business norwegian chief executive norwegian cruise line chief executive get brand new ship carry 4000 passenger go put sort passenger go go itwe talk moment relax enjoy think make create innovate  quest ooh feel bit sea sick start get sea leg vacation machine chief norwegian cruise line describe new vessel itit call norwegian escape christen monday miami chief executive frank del rio set sight 200 mile south tell one day hope see escape dock cuba del rio course native cuban speak frank del rio onboard escape well escape new york ask frank new liner fit norwegian portfolio frank del rio coe norwegian cruise line far large vessel 4200 passenger 165000 ton load feature would ever want go vacation richard truly literally vacation machine quest read think zip line walking around sea think bit sort terrifie excite time try yetdel rio quest ohdel rio andy stuart president love instead try fast large aqua park yesterday seven year old granddaughter give thumb mariana  like know go big hit quest well advanced plan remember ask plan bottom drawer seem like find key bottom drawer bottom drawer open escape part plan cuba del rio well someday escape go cuba think receive cuban government clearance confident huge pen demand american public go cubait 50 year cruise industry even really exist last time cuba open american visitor think go wonderful experience quest 4000 3 4 5000 passenger vessel disrespectful say though commoditize cruise industry passenger truly industrial scale  del rio well try break mold know mean one thing differently rest cruise industry know market fill vessel want discount price change conversation consumer low price high value able offer consumer wish could see ship richard mainstream look vessel take venue venue compare onboard escape upscale line like oceania regent stack well grandfather cruise line quest may grandfather mother profitable moment break quest tonight profitable moment show hear sir tim clark emirates say many airport world could security safety issuesthat extremely disturbing thought really raise question whose responsibility sort perhaps airline say fly anything get quest mean business tonight richard quest new york whatever hour ahead  hope profitablelet us get together tomorrow,CNN International
"At House Media Marketplace Hearing, Competing Visions for Legislative Debate",,2018-09-28T00:00:00Z,U.S. Federal; Louisiana; New Jersey; Oregon; Pennsylvania,,News,767,house communications subcommittee member draw two compete picture thursday hearing federal statute govern medium marketplace house majority whip steve scalise r la republicans argue 1992 cable act outdated still effectual give rapid growth virtual mvpd top provider house communications rank member mike doyle pa democrats train fire fcc action current chairman ajit pai could negatively affect people primarily rely air broadcasting content hearing include focus scalise next generation television marketplace act  upcoming 2019 debate satellite television extension localism act  reauthorization expect  scalise frame hr6465 good starting point discussion stela recertification say 1992 cable act reach end road effective statute hr6465 would repeal compulsory copyright license retransmission provision include 1992 law end communications act mandate carriage purchase certain broadcast signal mvpd  file version bill 112th 113th congresses  try move regulatory structure broadcaster vmvpds ott provider must follow set rule scalise say house commerce committee chairman greg walden r ore concentrate youtube big tech player marketplace influence market trend note google pre install youtube app android power smartphone moffettnathanson analyst craig moffett say recent combination like atampt purchase time warner direct response market power google facebook label transaction often defensive measure aim keep traditional provider competitive scalise question traditional mvpd fight make substantial change 1992 cable act give significant change marketplace compare near complete demise blockbuster company die reason fight market trend instead adapt scalise say doyle open hearing say hope would beginning broad discussion within house commerce state marketplace give upcoming work stela say believe thursday panel would present present picture paint broad brush congress examine market affect fcc action pai create regulatory vacuum marketplace include rescission commission 2015 net neutrality rule raft change medium ownership rule change appear benefit sinclair doom bid purchase tribune despite deal demise altered rule affect market year come doyle say doyle house commerce rank member frank pallone nj take aim fcc kidvid nprm  note concern proposal eliminate requirement length frequency child educational programming language would allow broadcaster fulfill kidvid rule stream programming online fcc rethink bizarre  proposal pallone say pai fcc commissioner mike orielly think current programming requirement much ask low income household people without access cable think abc ocean treks executive producer jeff corwin defend exist kidvid rule argue allow broadcaster use stream multicaste fulfill requirement would severely affect content provider ability fund production include via ad revenue loss easy access child programming would harmful child low income household part would isolate give resource ought stepping stone interest topic science technology world culture corwin say lawmaker discussion hearing show likely significant interest stela debate next year american cable association senior vice president government affairs ross lieberman tell us aca center individual freedom consumers union mpaa among entity submit letter house communications ahead panel,Communications Daily
A thumbs-up for digital privacy law,,2019-02-02T00:00:00Z,U.S. Federal; Illinois,,News,448,illinois far silicon valley smack middle grow data privacy debate tough law recently uphold state supreme court 2008 illinois biometric information privacy act regulate scan people face iris fingerprint sci fi stuff maybe law write certainly long last week state high court give green light lawsuit six flags entertainment corp use child digitize thumbprint great america amusement park gurnee ruling setback facebook big tech player want weaken law see use biometric see good reason set strict parameter way business grab datum new outrage privacy news nearly every day tech company better become responsible quickly contend legal restriction illinois people must give consent biometric scan must receive write explanation datum use long keep people sue violation act even prove harm misuse unique identifier demand everyone workplace amusement park six flags case parent sue 14year old son thumb scan park biometric datum capture system tribune ally marotti report neither parent child inform write thumbprint collect long would store safe say tech giant always public good interest mind come protect personal datum let us look lately apple force disable group facetime uproar bug make macs iphone vulnerable eavesdropping amazon market facial analysis system rekognition use law enforcement despite alarming error rate especially among woman color facebook anger apple creative interpretation consent apple decide enough enough temporarily boot social network developer platform research app vacuum personal information user include young teenager apple later kick google briefly occasional act self police enough tech company trust handle datum responsibly would prefer government enforcement need stake even high biometric datum illinois law sound consumer always get new credit card breach fingerprint reissue,Chicago Tribune
A tighter regulation on privacy settings may threaten data-based businesses,G Seetharaman & Rahul Sachitanand,2018-04-01T00:00:00Z,U.S. Federal; International,,News,1884,past fortnight facebook embattle social medium giant lose around 100 billion market capitalisation face irate regulator delay launch bunch new service big corporate name include apple ceo tim cook counterpart tesla elon musk lash menlo park california headquarter company musk tweeting like facebook give willie mark zuckerberg cofounder ceo facebook steel protract face government regulator questionable use user datum critic already circle industry core business model centre around target advertising account 98 revenue 2017 wonder social medium consumer focus tech firm get drag muck face big gun seem safe citizen government regulator get tough good hope temporary blip bad protract siege revenue model come serious threat india key market social medium consumer tech giant company hope exist business model hold far great regulatory scrutiny already union information technology minister ravi shankar prasad signal government harden stance unauthorised use indians private datum many behemoth want fall line rather risk bruise fight regulator remember facebook futile campaign net neutrality 2015 16sceptics however point indian consumer million first time internet user social medium novice may easily gull part datum demand great caution may difficult social medium company lead facebook shy away probity around affair question send et magazine facebook google microsoft go unanswered amazon spokesperson tell et magazine customer trust one top priority never sell customer personal information share customer personal information describe privacy policy commercial surveillance network may 24 new regulation eu may pose serious challenge yet dominance internet company social medium really digital medium say jeffery chester executive director center digital democracy non governmental outfit washington dc battle tech company use manage consumer datum new eu datum protection law create unprecedented opportunity restore balance giant gather datum like google facebook individual believe company increasingly hold accountable force change data drive digital marketing facebook cambridge analytica scandal emblematic go world people go online become part seamless commercial surveillance network facebook say away product enable data provider help advertiser target facebook user critic facebook tech company intrusive collection personal information quick latch onto worsen problem industry  necessary evil acceptable facebook go far capture datum market datum unscrupulous player facebook weaponise social medium say vivek wadhwa distinguished fellow carnegie mellon university engineering wild wild west rule regulation time fix need urgently regulate damage fabric society alessandro acquisti professor information technology public policy heinz college carnegie mellon university think kind intrusiveness start adverse effect consumer detriment social medium technology giant seem least us moment change collective stance privacy say recent scandal seem provide definite answer question privacy matter may however early judge current stance towards privacy last fleeting whether privacy behaviour change whether back drone late app grow clamour direction internet company head people see viable alternative business model emerging interested advertising support social network search engine obvious alternative pay one time periodic fee ad free experience implication since pay company share datum advertiser vidya narayanan research director oxford university computational propaganda project believe buccaneering ride past decade company may need take introspective route lead facebook reassess privacy policy procedure behemoth may long slog facebook vow make privacy setting easy access also need raise awareness among people way datum access third party app use facebook api datum collect tech biggie share advertiser campaign manager use micro targeting say  company evolve strict regulation inevitable company need regulate  evolve simply search engine platform social interaction become arbiter world view add narayanan eu datum protection law step direction us india among mull tough legislation consumer could benefit several way include get manipulate gain understanding individual news feed determine search result sort recommendation generate user need view world prism design big tech company base solely user preference regulator could also prevent hate speech misinformation campaign influence election may one way look thing new social medium venture like vero toy alternative business model like subscription however subscription base social medium platform work remain niche vero also try another way monetise user network let merchant sell ware user charge transaction fee mean user could show product base post vero around since 2015 see ios user base quadruple 200000 facebook scandal  vero charge first million user yet decide fee rest company lead billionaire ayman hariri son slay former lebanese pm rafic hariri mind privacy focus open source crowdfunde social networking service popular bind attempt create responsible competitor facebook day back industrialist anand mahindra tweet would financially back indian startup social medium space industry watcher however think initiative may half baked balaji venkateshwar cybersecurity expert say subscription viable business model social medium message platform refer whatsapp decision withdraw token 1 year subscription fee 2016 cite difficulty make online payment many country  company scale subscription user realise free lunch get use social medium free datum sell advertiser say important subscription localisation datum instance indians datum store india otherwise indian government much case breach social medium maven karthik srinivasan believe giant big fail even compel tweak tech backbone privacy policy well protect user say current angst isolate serious wave disenchantment large number user would log  facebook google big fail people get thoroughly use network convenience platform add forget easy like happen myspace orkut lose utility value long shut shop social medium may stay even agreeable business model work progress social medium become essential part life good form enable public engagement socio political cause support freedom speech say narayanan oxford university many indians come online first time social medium powerful force empowerment freedom traditional hierarchy nailing business model may hard appear pay access website app necessarily mean company go use datum take instance video stream platform like netflix amazon prime video hotstar charge subscription fee allow access whole library accumulate datum watch base recommend film series accentuate case platform like google youtube wildly popular free version ad middle video also ad free subscription option youtube million user generate video search clip skew towards particular ideology chance show lot similar video several case reveal detail like isp address location log use virtual private network means give convenience instance may able auto complete web address search narayanan say business model company may root access public information long term success may dependent educate consumer protect privacy ensure read fine print datum consent form meanwhile onus policymaker researcher apply suitable pressure big tech company follow ethical datum gathering harvesting share policy add also urgent need company transparent external company political party might share datum reprint rights timescontentcom,The Economic Times
A TikTok executive said the company has faced more criticism than older tech firms because there's 'a lot of skepticism of platforms' now,Katie Canales,2020-09-10T00:00:00Z,U.S. Federal,,News,725,sep 10 2020  tiktok executive say company birth age increase distrust big tech make big target criticism per axios report michael beckerman tiktok head us public policy say firm opportunity grow golden year internet tech company could wrong instead tiktok enter us market 2018 time skepticism tech platform content moderation data privacy factor proliferate public perception industry tiktok future remain unclear president donald trump september 15 deadline approach parent company china base bytedance divest firm visit business insider homepage story tiktok fate continue hang balance china base parent company remain pressure divest us business multiple factor long play  tiktok us china debacle question accessible american datum chinese government tiktok vice president michael beckerman oversee us public policy company say wednesday press call another reason criticism could ever increase distrust big tech accord axios  report opportunity grow golden year internet tech company could wrong beckerman say wednesday accord axios grow techlash age lot skepticism platform moderate content algorithm work beckerman refer shift perception tech industry occur recent year dub techlash  public stop look silicon valley rose color glass potential danger technology enter arena like user datum privacy election interference censorship practice many call powerful industry regulate beckerman also say two year old firm operate expectation 10year old company accord axios tiktok enter us market 2018 year facebook mishandling user datum cambridge analytica scandal  come light tiktok executive wednesday call say pull back curtain tiktok algorithm power ultra popular video share app somewhat secret sauce would acquisition china recently tweak export rule  include certain type technology include artificial intelligence could strip deal tiktok coveted algorithm president trump set september 15 deadline bytedance china base parent company divest us tiktok business would ban nationwide us firm acquire tiktok could skirt president us ban app would also ease us government concern surround national security possibility deal remain unclear official reportedly mull decision  extend deadline acquisition past september 15 president trump refute move tell reporter thursday  extension would happen read original article business insider         ,Newstex Blogs
A TikTok-Microsoft Deal Might Solve Everything,,2020-08-01T00:00:00Z,U.S. Federal; International,,Web News,0, look like tiktok spinout scenario fully play week white house official include secretary state mike pompeo president donald trump raise prospect ban bytedance ltd tiktok app  look like tiktok spinout scenario fully play week white house official include secretary state mike pompeo president donald trump raise prospect ban bytedance ltd tiktok app cite national security concern seem government could amenable middle ground friday bloomberg news report trump plan order bytedance ltd divest ownership tiktok later afternoon several medium outlet report microsoft corp talk purchase tiktok operation clear bytedance force sell tiktok administration pressure story tiktok one front wide campaign rise political economic tension china china may retaliate target american business interest soil take measure inflame situation put aside meantime let us consider merit tiktok sale seem two active bidder app one microsoft reuters report early week bytedance investor propose bid majority stake tiktok value company non china operation 50 billion offer would 50 time tiktok forecast sale 1 billion year reuters report personal level independent tiktok american venture capital firm preferable option stay separate social medium app hire retain good engineer tantalize pre ipo stock compensation top tier technical talent need keep company bleed edge history litter example upstart acquire large company subsequently lose ability nimbly react competitor example mampa debacle include yahoo acquisition tumblr news corp myspace purchase instance though microsoft may good suitor surface may seem strange contemplate large deal environment great regulator scrutiny technology industry acquisition fact day remove ceo four big tech company get grill anticompetitive practice house subcommittee however counter intuitively merger make sense term antitrust principle microsoft tiktok combination would create much competitive digital advertising market establish powerful third player two dominant internet ad goliath google parent alphabet inc facebook inc let us face administration may prefer sale tiktok even giant like microsoft ban app wildly popular million americans microsoft business would benefit well add scale burgeon digital advertising operation anchor bing search engine company could also cross promote tiktok social media video feature across xbox gaming console cloud service finally bytedance may appreciate deal microsoft purely expedient purpose software giant value roughly 16 trillion quickly easily pay chinese company ten billion tiktok worth without complication deal multiple small investment firm end day microsoft tiktok combination may good elegant solution party involve happy may actually apps user celebrate favorite service survival column necessarily reflect opinion editorial board bloomberg lp owner tae kim bloomberg opinion columnist cover technology previously cover technology barron follow early career equity analyst  2020 bloomberg lp,WebNews - English
Atlanta Inno: Atlanta privacy startup hits another milestone with $210M raise,Madison Hogan,2020-02-28T00:00:00Z,U.S. Federal; California; Georgia,,News,643,seven month complete 200 million series round reach unicorn status atlanta base privacy startup raise another round hit another milestone onetrust privacy security third party risk technology platform announce company raise 210 million series b round bring 27 billion valuation round lead coatue previous investor insight partners date onetrust raise 410 million funding surpass 5000 customer really exciting see onetrust grow past year kabir barday ceo onetrust tell atlanta inno round  privacy law across globe like brazil lgpd thailand pdpa create huge demand technology consumer demand privacy centric approach datum use business respond already 2020 see ccpa become law privacy legislative activity globally move big tech company adopt privacy centric practice coatue join onetrust round recognize company vision opportunity market barday say lucky trust support investor fuel growth drive product innovation build customer partner success say insight partners lead series natural fit continue invest onetrust platform majority fund series still available see significant opportunity growth want move fast organic inorganic growth opportunity may see market coatue insight partners right investor us continue trajectory onetrust barday believe billion dollar value privacy technology company double valuation expertise privacy field barday say host big event world dedicate privacy technology atlanta namely privacytech global user conference make atlanta 2 rank city iapp cipp holder international association privacy professionals certified information privacy professional say onetrust work company privacy department sure comply privacy regulation law california consumer privacy act eu gdpr brazil lgpd age privacy grow concern customer onetrust serve source let company know datum collect much need disclose customer customer ask us build technology go beyond privacy datum ethic trust competitive differentiator barday say respond build product address use case top privacy much onetrust leadership employee base work together previously manhattan associates airwatch barday say commonality culture team able scale way company without chaos see typical high growth company say know build technology platform scale employee customer base well resource grow tandem say onetrust currently employ 1500 people across 10 office around world barday say company plan grow scale team meet customer demand move new space atlanta london co headquarters expand move new space nearly every office operate say find article useful atlanta business chronicle article,Atlanta Business Chronicle (Georgia)
